"state","county","month.index","avg.temp"
"GA","effingham county",2,56
"GA","elbert county",2,49.6
"GA","emanuel county",2,54.9
"GA","evans county",2,56.1
"GA","fannin county",2,43.1
"GA","fayette county",2,50.8
"GA","floyd county",2,47.8
"GA","forsyth county",2,47.5
"GA","franklin county",2,48.8
"GA","fulton county",2,49.3
"GA","gilmer county",2,44.3
"GA","glascock county",2,52.8
"GA","glynn county",2,57.1
"GA","gordon county",2,46.9
"GA","grady county",2,56.3
"GA","greene county",2,51.1
"GA","gwinnett county",2,48.8
"GA","habersham county",2,47.2
"GA","hall county",2,48.1
"GA","hancock county",2,52.4
"GA","haralson county",2,48.1
"GA","harris county",2,50.8
"GA","hart county",2,48.7
"GA","heard county",2,49.5
"GA","henry county",2,51
"GA","houston county",2,53.3
"GA","irwin county",2,55
"GA","jackson county",2,49.3
"GA","jasper county",2,51.2
"GA","jeff davis county",2,55.3
"GA","jefferson county",2,53.4
"GA","jenkins county",2,55
"GA","johnson county",2,54.1
"GA","jones county",2,52.2
"GA","lamar county",2,51.4
"GA","lanier county",2,56.1
"GA","laurens county",2,53.7
"GA","lee county",2,55.5
"GA","liberty county",2,56.1
"GA","lincoln county",2,51.7
"GA","long county",2,56.2
"GA","lowndes county",2,56.7
"GA","lumpkin county",2,45.8
"GA","mcduffie county",2,52.6
"GA","mcintosh county",2,56.7
"GA","macon county",2,53.4
"GA","madison county",2,49.2
"GA","marion county",2,52.4
"GA","meriwether county",2,50.6
"GA","miller county",2,56
"GA","mitchell county",2,56.1
"GA","monroe county",2,51.7
"GA","montgomery county",2,54.8
"GA","morgan county",2,50.6
"GA","murray county",2,45.7
"GA","muscogee county",2,52
"GA","newton county",2,50.5
"GA","oconee county",2,50
"GA","oglethorpe county",2,50
"GA","paulding county",2,48.3
"GA","peach county",2,52.8
"GA","pickens county",2,46
"GA","pierce county",2,55.6
"GA","pike county",2,51.2
"GA","polk county",2,48.7
"GA","pulaski county",2,53.7
"GA","putnam county",2,51.7
"GA","quitman county",2,53.6
"GA","rabun county",2,44.7
"GA","randolph county",2,54.4
"GA","richmond county",2,54.2
"GA","rockdale county",2,50.3
"GA","schley county",2,53.4
"GA","screven county",2,55.3
"GA","seminole county",2,56
"GA","spalding county",2,51.4
"GA","stephens county",2,48.4
"GA","stewart county",2,52.8
"GA","sumter county",2,54.7
"GA","talbot county",2,51.3
"GA","taliaferro county",2,51.4
"GA","tattnall county",2,55.9
"GA","taylor county",2,52.2
"GA","telfair county",2,55
"GA","terrell county",2,55.2
"GA","thomas county",2,56.4
"GA","tift county",2,54.6
"GA","toombs county",2,55.3
"GA","towns county",2,43.6
"GA","treutlen county",2,54.6
"GA","troup county",2,50.1
"GA","turner county",2,54.6
"GA","twiggs county",2,53.1
"GA","union county",2,43.6
"GA","upson county",2,51.5
"GA","walker county",2,45.6
"GA","walton county",2,49.7
"GA","ware county",2,56.2
"GA","warren county",2,52.3
"GA","washington county",2,53.6
"GA","wayne county",2,56
"GA","webster county",2,53.7
"GA","wheeler county",2,54.6
"GA","white county",2,46.3
"GA","whitfield county",2,46
"GA","wilcox county",2,54.5
"GA","wilkes county",2,50.8
"GA","wilkinson county",2,53.5
"GA","worth county",2,55.1
"ID","ada county",2,32.6
"ID","adams county",2,24.2
"ID","bannock county",2,23.2
"ID","bear lake county",2,17.8
"ID","benewah county",2,30.3
"ID","bingham county",2,18.6
"ID","blaine county",2,20.9
"ID","boise county",2,26.7
"ID","bonner county",2,26.9
"ID","bonneville county",2,18.5
"ID","boundary county",2,24.1
"ID","butte county",2,15.3
"ID","camas county",2,24.2
"ID","canyon county",2,32.8
"ID","caribou county",2,20.2
"ID","cassia county",2,26.5
"ID","clark county",2,17
"ID","clearwater county",2,28.1
"ID","custer county",2,21.2
"ID","elmore county",2,28.6
"ID","franklin county",2,22.6
"ID","fremont county",2,16.5
"ID","gem county",2,30.2
"ID","gooding county",2,26.4
"ID","idaho county",2,26.1
"ID","jefferson county",2,15.3
"ID","jerome county",2,25.2
"ID","kootenai county",2,30.4
"ID","latah county",2,31
"ID","lemhi county",2,22.3
"ID","lewis county",2,30.4
"ID","lincoln county",2,21.4
"ID","madison county",2,18.1
"ID","minidoka county",2,21.6
"ID","nez perce county",2,33.4
"ID","oneida county",2,24.7
"ID","owyhee county",2,29.3
"ID","payette county",2,31.9
"ID","power county",2,22.2
"ID","shoshone county",2,27
"ID","teton county",2,16.5
"ID","twin falls county",2,27.8
"ID","valley county",2,22.8
"ID","washington county",2,28.6
"IL","adams county",2,27.3
"IL","alexander county",2,36.3
"IL","bond county",2,30.6
"IL","boone county",2,23.6
"IL","brown county",2,27.2
"IL","bureau county",2,24
"IL","calhoun county",2,30.4
"IL","carroll county",2,23
"IL","cass county",2,27.3
"IL","champaign county",2,26.2
"IL","christian county",2,28.3
"IL","clark county",2,30.5
"IL","clay county",2,31.8
"IL","clinton county",2,31.8
"IL","coles county",2,29
"IL","cook county",2,26.6
"IL","crawford county",2,31.6
"IL","cumberland county",2,29.9
"IL","dekalb county",2,23
"IL","de witt county",2,26.4
"IL","douglas county",2,28
"IL","dupage county",2,25.2
"IL","edgar county",2,28.8
"IL","edwards county",2,33.8
"IL","effingham county",2,30
"IL","fayette county",2,30.1
"IL","ford county",2,25
"IL","franklin county",2,34.6
"IL","fulton county",2,26.2
"IL","gallatin county",2,35.9
"IL","greene county",2,29.4
"IL","grundy county",2,25
"IL","hamilton county",2,34.9
"IL","hancock county",2,26.3
"IL","hardin county",2,36.3
"IL","henderson county",2,24.7
"IL","henry county",2,24.1
"IL","iroquois county",2,25.4
"IL","jackson county",2,34.6
"IL","jasper county",2,31.2
"IL","jefferson county",2,33.5
"IL","jersey county",2,30.9
"IL","jo daviess county",2,21.4
"IL","johnson county",2,35.3
"IL","kane county",2,23.4
"IL","kankakee county",2,25.3
"IL","kendall county",2,24.3
"IL","knox county",2,24.3
"IL","lake county",2,25.1
"IL","lasalle county",2,24.5
"IL","lawrence county",2,32.5
"IL","lee county",2,23.5
"IL","livingston county",2,25.2
"IL","logan county",2,27.3
"IL","mcdonough county",2,25.5
"IL","mchenry county",2,23.3
"IL","mclean county",2,25.6
"IL","macon county",2,27.2
"IL","macoupin county",2,29.4
"IL","madison county",2,31.2
"IL","marion county",2,31.5
"IL","marshall county",2,25.2
"IL","mason county",2,27.4
"IL","massac county",2,36.8
"IL","menard county",2,27.9
"IL","mercer county",2,24.2
"IL","monroe county",2,33.8
"IL","montgomery county",2,29.2
"IL","morgan county",2,27.8
"IL","moultrie county",2,27.7
"IL","ogle county",2,23.7
"IL","peoria county",2,25.7
"IL","perry county",2,33.8
"IL","piatt county",2,26.8
"IL","pike county",2,28.4
"IL","pope county",2,35.8
"IL","pulaski county",2,36.2
"IL","putnam county",2,24.8
"IL","randolph county",2,33
"IL","richland county",2,32.3
"IL","rock island county",2,24.6
"IL","st. clair county",2,32.6
"IL","saline county",2,35.3
"IL","sangamon county",2,28.4
"IL","schuyler county",2,26.7
"IL","scott county",2,28.2
"IL","shelby county",2,28.4
"IL","stark county",2,24.2
"IL","stephenson county",2,22.4
"IL","tazewell county",2,26.3
"IL","union county",2,35.3
"IL","vermilion county",2,26.5
"IL","wabash county",2,33.6
"IL","warren county",2,24.1
"IL","washington county",2,32.5
"IL","wayne county",2,33.5
"IL","white county",2,35.4
"IL","whiteside county",2,24.3
"IL","will county",2,25.3
"IL","williamson county",2,34.7
"IL","winnebago county",2,23.8
"IL","woodford county",2,25.5
"IN","adams county",2,27.8
"IN","allen county",2,27
"IN","bartholomew county",2,32.7
"IN","benton county",2,25.7
"IN","blackford county",2,29.2
"IN","boone county",2,28.8
"IN","brown county",2,31
"IN","carroll county",2,26.7
"IN","cass county",2,26.3
"IN","clark county",2,36.2
"IN","clay county",2,30.6
"IN","clinton county",2,27.6
"IN","crawford county",2,34.9
"IN","daviess county",2,32.7
"IN","dearborn county",2,33.7
"IN","decatur county",2,32.3
"IN","dekalb county",2,26.2
"IN","delaware county",2,30.4
"IN","dubois county",2,34.2
"IN","elkhart county",2,25.9
"IN","fayette county",2,30.1
"IN","floyd county",2,36.6
"IN","fountain county",2,27.1
"IN","franklin county",2,31.5
"IN","fulton county",2,25.9
"IN","gibson county",2,34.1
"IN","grant county",2,29.2
"IN","greene county",2,31.5
"IN","hamilton county",2,29.4
"IN","hancock county",2,30.3
"IN","harrison county",2,36.5
"IN","hendricks county",2,29.8
"IN","henry county",2,29.6
"IN","howard county",2,27.7
"IN","huntington county",2,27.5
"IN","jackson county",2,33.4
"IN","jasper county",2,25.5
"IN","jay county",2,28.6
"IN","jefferson county",2,35.4
"IN","jennings county",2,34.2
"IN","johnson county",2,31
"IN","knox county",2,32.6
"IN","kosciusko county",2,26.3
"IN","lagrange county",2,25.8
"IN","lake county",2,25.7
"IN","laporte county",2,25.7
"IN","lawrence county",2,32.1
"IN","madison county",2,30.1
"IN","marion county",2,30.3
"IN","marshall county",2,26.1
"IN","martin county",2,32.9
"IN","miami county",2,27.3
"IN","monroe county",2,30.4
"IN","montgomery county",2,27.8
"IN","morgan county",2,30.2
"IN","newton county",2,25.6
"IN","noble county",2,26
"IN","ohio county",2,35.1
"IN","orange county",2,33.8
"IN","owen county",2,30.6
"IN","parke county",2,28.4
"IN","perry county",2,35.4
"IN","pike county",2,33.6
"IN","porter county",2,25.3
"IN","posey county",2,35.4
"IN","pulaski county",2,25.3
"IN","putnam county",2,29.3
"IN","randolph county",2,28.9
"IN","ripley county",2,33.3
"IN","rush county",2,30.8
"IN","st. joseph county",2,26.2
"IN","scott county",2,35.2
"IN","shelby county",2,31.8
"IN","spencer county",2,35.4
"IN","starke county",2,25.8
"IN","steuben county",2,25.5
"IN","sullivan county",2,31.8
"IN","switzerland county",2,35.7
"IN","tippecanoe county",2,27
"IN","tipton county",2,28.2
"IN","union county",2,30.2
"IN","vanderburgh county",2,35.1
"IN","vermillion county",2,28.2
"IN","vigo county",2,30.6
"IN","wabash county",2,27.6
"IN","warren county",2,26.4
"IN","warrick county",2,34.9
"IN","washington county",2,34.2
"IN","wayne county",2,28.9
"IN","wells county",2,27.9
"IN","white county",2,25.8
"IN","whitley county",2,26.6
"IA","adair county",2,23.8
"IA","adams county",2,25.3
"IA","allamakee county",2,17.2
"IA","appanoose county",2,25.6
"IA","audubon county",2,23
"IA","benton county",2,19.7
"IA","black hawk county",2,19.1
"IA","boone county",2,21.3
"IA","bremer county",2,17.5
"IA","buchanan county",2,18.4
"IA","buena vista county",2,18.8
"IA","butler county",2,17.4
"IA","calhoun county",2,19.7
"IA","carroll county",2,22
"IA","cass county",2,24.7
"IA","cedar county",2,21.9
"IA","cerro gordo county",2,15.9
"IA","cherokee county",2,20
"IA","chickasaw county",2,16.1
"IA","clarke county",2,24.8
"IA","clay county",2,17.7
"IA","clayton county",2,17.8
"IA","clinton county",2,23.3
"IA","crawford county",2,23.2
"IA","dallas county",2,23
"IA","davis county",2,25.5
"IA","decatur county",2,26.3
"IA","delaware county",2,19
"IA","des moines county",2,24.6
"IA","dickinson county",2,16
"IA","dubuque county",2,19.9
"IA","emmet county",2,15.2
"IA","fayette county",2,16.5
"IA","floyd county",2,16.2
"IA","franklin county",2,17
"IA","fremont county",2,28.1
"IA","greene county",2,21.5
"IA","grundy county",2,18.6
"IA","guthrie county",2,23
"IA","hamilton county",2,18.9
"IA","hancock county",2,15.8
"IA","hardin county",2,18.3
"IA","harrison county",2,26.1
"IA","henry county",2,24.2
"IA","howard county",2,14.9
"IA","humboldt county",2,17.7
"IA","ida county",2,21.7
"IA","iowa county",2,21.3
"IA","jackson county",2,21.7
"IA","jasper county",2,21.8
"IA","jefferson county",2,24.3
"IA","johnson county",2,21.7
"IA","jones county",2,21.6
"IA","keokuk county",2,23.7
"IA","kossuth county",2,15.6
"IA","lee county",2,25.7
"IA","linn county",2,20.7
"IA","louisa county",2,24.7
"IA","lucas county",2,24.2
"IA","lyon county",2,18.2
"IA","madison county",2,23.9
"IA","mahaska county",2,24.2
"IA","marion county",2,23.4
"IA","marshall county",2,20
"IA","mills county",2,27
"IA","mitchell county",2,15.1
"IA","monona county",2,24.8
"IA","monroe county",2,25
"IA","montgomery county",2,26.1
"IA","muscatine county",2,23.5
"IA","o'brien county",2,18.3
"IA","osceola county",2,16.7
"IA","page county",2,27.6
"IA","palo alto county",2,16.5
"IA","plymouth county",2,21.7
"IA","pocahontas county",2,17.7
"IA","polk county",2,22.8
"IA","pottawattamie county",2,26
"IA","poweshiek county",2,21.4
"IA","ringgold county",2,26
"IA","sac county",2,20.8
"IA","scott county",2,24.4
"IA","shelby county",2,24
"IA","sioux county",2,19.6
"IA","story county",2,20.8
"IA","tama county",2,19.6
"IA","taylor county",2,26.7
"IA","union county",2,24.8
"IA","van buren county",2,24.9
"IA","wapello county",2,25.3
"IA","warren county",2,23.9
"IA","washington county",2,23.7
"IA","wayne county",2,25.3
"IA","webster county",2,19.1
"IA","winnebago county",2,14.5
"IA","winneshiek county",2,16.7
"IA","woodbury county",2,23.1
"IA","worth county",2,14.8
"IA","wright county",2,17.3
"KS","allen county",2,32.4
"KS","anderson county",2,31.2
"KS","atchison county",2,30.2
"KS","barber county",2,34.5
"KS","barton county",2,32.6
"KS","bourbon county",2,32.7
"KS","brown county",2,29.7
"KS","butler county",2,31.6
"KS","chase county",2,30.8
"KS","chautauqua county",2,34.7
"KS","cherokee county",2,35.6
"KS","cheyenne county",2,29.4
"KS","clark county",2,34.3
"KS","clay county",2,31.8
"KS","cloud county",2,32.3
"KS","coffey county",2,32.1
"KS","comanche county",2,35.2
"KS","cowley county",2,33.3
"KS","crawford county",2,33.9
"KS","decatur county",2,30.2
"KS","dickinson county",2,32.6
"KS","doniphan county",2,29.9
"KS","douglas county",2,31.9
"KS","edwards county",2,33.2
"KS","elk county",2,33.5
"KS","ellis county",2,32
"KS","ellsworth county",2,33
"KS","finney county",2,31.5
"KS","ford county",2,32.9
"KS","franklin county",2,31.6
"KS","geary county",2,31.8
"KS","gove county",2,30.6
"KS","graham county",2,31
"KS","grant county",2,31.4
"KS","gray county",2,32.2
"KS","greeley county",2,29.6
"KS","greenwood county",2,32
"KS","hamilton county",2,30.7
"KS","harper county",2,34.2
"KS","harvey county",2,32
"KS","haskell county",2,31.8
"KS","hodgeman county",2,32.5
"KS","jackson county",2,29.9
"KS","jefferson county",2,30.9
"KS","jewell county",2,31.1
"KS","johnson county",2,32
"KS","kearny county",2,31.1
"KS","kingman county",2,33.4
"KS","kiowa county",2,34
"KS","labette county",2,34.8
"KS","lane county",2,31.1
"KS","leavenworth county",2,31.7
"KS","lincoln county",2,32.7
"KS","linn county",2,32
"KS","logan county",2,30.6
"KS","lyon county",2,31.9
"KS","mcpherson county",2,32.4
"KS","marion county",2,31.8
"KS","marshall county",2,29.7
"KS","meade county",2,33.6
"KS","miami county",2,32.4
"KS","mitchell county",2,31.9
"KS","montgomery county",2,35
"KS","morris county",2,31.2
"KS","morton county",2,32.4
"KS","nemaha county",2,29.2
"KS","neosho county",2,33.8
"KS","ness county",2,31.8
"KS","norton county",2,30.5
"KS","osage county",2,31.7
"KS","osborne county",2,31.5
"KS","ottawa county",2,32.5
"KS","pawnee county",2,32.6
"KS","phillips county",2,30.2
"KS","pottawatomie county",2,30.5
"KS","pratt county",2,33.9
"KS","rawlins county",2,30
"KS","reno county",2,32.8
"KS","republic county",2,31.3
"KS","rice county",2,32.6
"KS","riley county",2,31.2
"KS","rooks county",2,31.2
"KS","rush county",2,32.3
"KS","russell county",2,32.7
"KS","saline county",2,32.8
"KS","scott county",2,31.3
"KS","sedgwick county",2,32.7
"KS","seward county",2,33
"KS","shawnee county",2,31.4
"KS","sheridan county",2,30
"KS","sherman county",2,29.4
"KS","smith county",2,30.2
"KS","stafford county",2,32.6
"KS","stanton county",2,31.6
"KS","stevens county",2,32.4
"KS","sumner county",2,33.8
"KS","thomas county",2,29.8
"KS","trego county",2,31.3
"KS","wabaunsee county",2,31.1
"KS","wallace county",2,30.1
"KS","washington county",2,30.2
"KS","wichita county",2,30.7
"KS","wilson county",2,34.3
"KS","woodson county",2,32.7
"KS","wyandotte county",2,31.9
"KY","adair county",2,39.6
"KY","allen county",2,39.8
"KY","anderson county",2,38.1
"KY","ballard county",2,37.1
"KY","barren county",2,39.3
"KY","bath county",2,37
"KY","bell county",2,38.8
"KY","boone county",2,35.1
"KY","bourbon county",2,36.4
"KY","boyd county",2,38.3
"KY","boyle county",2,38.5
"KY","bracken county",2,35.3
"KY","breathitt county",2,40.8
"KY","breckinridge county",2,36.6
"KY","bullitt county",2,38.2
"KY","butler county",2,39.7
"KY","caldwell county",2,39.3
"KY","calloway county",2,38.1
"KY","campbell county",2,35.4
"KY","carlisle county",2,37.7
"KY","carroll county",2,36.5
"KY","carter county",2,37.3
"KY","casey county",2,38.9
"KY","christian county",2,39.9
"KY","clark county",2,37.2
"KY","clay county",2,40.5
"KY","clinton county",2,40.6
"KY","crittenden county",2,37.8
"KY","cumberland county",2,40.9
"KY","daviess county",2,36.6
"KY","edmonson county",2,39.3
"KY","elliott county",2,38.2
"KY","estill county",2,38.8
"KY","fayette county",2,37.2
"KY","fleming county",2,36.1
"KY","floyd county",2,40.2
"KY","franklin county",2,37.8
"KY","fulton county",2,38.2
"KY","gallatin county",2,36.2
"KY","garrard county",2,38.5
"KY","grant county",2,36
"KY","graves county",2,38.1
"KY","grayson county",2,38
"KY","green county",2,39.3
"KY","greenup county",2,36.7
"KY","hancock county",2,36.1
"KY","hardin county",2,37.6
"KY","harlan county",2,38.8
"KY","harrison county",2,36.2
"KY","hart county",2,38.8
"KY","henderson county",2,36.3
"KY","henry county",2,36.8
"KY","hickman county",2,38.2
"KY","hopkins county",2,39.4
"KY","jackson county",2,39.1
"KY","jefferson county",2,37.7
"KY","jessamine county",2,38
"KY","johnson county",2,39.4
"KY","kenton county",2,35.2
"KY","knott county",2,40.2
"KY","knox county",2,40.1
"KY","larue county",2,38.4
"KY","laurel county",2,40
"KY","lawrence county",2,39
"KY","lee county",2,39.9
"KY","leslie county",2,40.4
"KY","letcher county",2,39.4
"KY","lewis county",2,35.9
"KY","lincoln county",2,38.6
"KY","livingston county",2,37.1
"KY","logan county",2,39.8
"KY","lyon county",2,38.5
"KY","mccracken county",2,37.7
"KY","mccreary county",2,39.6
"KY","mclean county",2,38.3
"KY","madison county",2,38.3
"KY","magoffin county",2,39.8
"KY","marion county",2,39
"KY","marshall county",2,37.7
"KY","martin county",2,39.7
"KY","mason county",2,35.2
"KY","meade county",2,36.6
"KY","menifee county",2,38
"KY","mercer county",2,38.4
"KY","metcalfe county",2,39.2
"KY","monroe county",2,39.6
"KY","montgomery county",2,36.8
"KY","morgan county",2,38.9
"KY","muhlenberg county",2,39.6
"KY","nelson county",2,38.4
"KY","nicholas county",2,36
"KY","ohio county",2,38.4
"KY","oldham county",2,36.5
"KY","owen county",2,36.7
"KY","owsley county",2,40.6
"KY","pendleton county",2,35.8
"KY","perry county",2,40.7
"KY","pike county",2,39.9
"KY","powell county",2,38.3
"KY","pulaski county",2,39.6
"KY","robertson county",2,35.6
"KY","rockcastle county",2,39
"KY","rowan county",2,37.1
"KY","russell county",2,39.9
"KY","scott county",2,36.9
"KY","shelby county",2,37.2
"KY","simpson county",2,39.8
"KY","spencer county",2,37.8
"KY","taylor county",2,39.2
"KY","todd county",2,39.8
"KY","trigg county",2,39.7
"KY","trimble county",2,36.2
"KY","union county",2,37.2
"KY","warren county",2,40
"KY","washington county",2,38.5
"KY","wayne county",2,39.8
"KY","webster county",2,38.6
"KY","whitley county",2,40
"KY","wolfe county",2,39.4
"KY","woodford county",2,38
"LA","acadia parish",2,53.1
"LA","allen parish",2,51.2
"LA","ascension parish",2,55
"LA","assumption parish",2,55.4
"LA","avoyelles parish",2,50.4
"LA","beauregard parish",2,51
"LA","bienville parish",2,48.4
"LA","bossier parish",2,47.4
"LA","caddo parish",2,47.6
"LA","calcasieu parish",2,52.3
"LA","caldwell parish",2,48.1
"LA","cameron parish",2,53.4
"LA","catahoula parish",2,49
"LA","claiborne parish",2,46.3
"LA","concordia parish",2,49.4
"LA","de soto parish",2,48.2
"LA","east baton rouge parish",2,54
"LA","east carroll parish",2,47.4
"LA","east feliciana parish",2,53.1
"LA","evangeline parish",2,51.3
"LA","franklin parish",2,48.3
"LA","grant parish",2,49.4
"LA","iberia parish",2,54.7
"LA","iberville parish",2,54.5
"LA","jackson parish",2,47.8
"LA","jefferson parish",2,56.9
"LA","jefferson davis parish",2,52.9
"LA","lafayette parish",2,53.7
"LA","lafourche parish",2,56.7
"LA","lasalle parish",2,49.1
"LA","lincoln parish",2,47.1
"LA","livingston parish",2,54.4
"LA","madison parish",2,48
"LA","morehouse parish",2,46.9
"LA","natchitoches parish",2,49.5
"LA","orleans parish",2,56.4
"LA","ouachita parish",2,47.1
"LA","plaquemines parish",2,57.2
"LA","pointe coupee parish",2,52.8
"LA","rapides parish",2,50.5
"LA","red river parish",2,48.9
"LA","richland parish",2,47.6
"LA","sabine parish",2,49.2
"LA","st. bernard parish",2,56.3
"LA","st. charles parish",2,56.4
"LA","st. helena parish",2,53.3
"LA","st. james parish",2,55.4
"LA","st. john the baptist parish",2,55.8
"LA","st. landry parish",2,52.2
"LA","st. martin parish",2,54.4
"LA","st. mary parish",2,55.4
"LA","st. tammany parish",2,55.3
"LA","tangipahoa parish",2,54.3
"LA","tensas parish",2,48.4
"LA","terrebonne parish",2,56.6
"LA","union parish",2,46.5
"LA","vermilion parish",2,54
"LA","vernon parish",2,50.2
"LA","washington parish",2,54
"LA","webster parish",2,47.1
"LA","west baton rouge parish",2,54.1
"LA","west carroll parish",2,47.2
"LA","west feliciana parish",2,52.5
"LA","winn parish",2,48.8
"ME","androscoggin county",2,23.8
"ME","aroostook county",2,14.2
"ME","cumberland county",2,24.7
"ME","franklin county",2,18.5
"ME","hancock county",2,25
"ME","kennebec county",2,23.9
"ME","knox county",2,25.3
"ME","lincoln county",2,25.4
"ME","oxford county",2,20.8
"ME","penobscot county",2,20.5
"ME","piscataquis county",2,16.2
"ME","sagadahoc county",2,25.5
"ME","somerset county",2,17.3
"ME","waldo county",2,24
"ME","washington county",2,25.4
"ME","york county",2,25.5
"MD","allegany county",2,33
"MD","anne arundel county",2,40.3
"MD","baltimore county",2,37.6
"MD","calvert county",2,41.2
"MD","caroline county",2,39.4
"MD","carroll county",2,36.5
"MD","cecil county",2,37.2
"MD","charles county",2,41.7
"MD","dorchester county",2,41.3
"MD","frederick county",2,36.9
"MD","garrett county",2,29.5
"MD","harford county",2,37
"MD","howard county",2,38.2
"MD","kent county",2,38
"MD","montgomery county",2,38.7
"MD","prince george's county",2,40.2
"MD","queen anne's county",2,38.9
"MD","st. mary's county",2,41.8
"MD","somerset county",2,42
"MD","talbot county",2,40.2
"MD","washington county",2,35.7
"MD","wicomico county",2,41.5
"MD","worcester county",2,41.8
"MD","baltimore city",2,39.8
"MD","washington, d.c.",2,40
"MA","barnstable county",2,34.1
"MA","berkshire county",2,25.6
"MA","bristol county",2,32.4
"MA","dukes county",2,34.5
"MA","essex county",2,30.5
"MA","franklin county",2,27.8
"MA","hampden county",2,29.1
"MA","hampshire county",2,28.5
"MA","middlesex county",2,30.5
"MA","nantucket county",2,35.3
"MA","norfolk county",2,31.8
"MA","plymouth county",2,32.8
"MA","suffolk county",2,32.2
"MA","worcester county",2,29
"MI","alcona county",2,19.4
"MI","alger county",2,13.4
"MI","allegan county",2,25.2
"MI","alpena county",2,19
"MI","antrim county",2,19.6
"MI","arenac county",2,21.8
"MI","baraga county",2,9.2
"MI","barry county",2,24.4
"MI","bay county",2,23.2
"MI","benzie county",2,21.2
"MI","berrien county",2,26.9
"MI","branch county",2,25
"MI","calhoun county",2,24.5
"MI","cass county",2,26.1
"MI","charlevoix county",2,18.6
"MI","cheboygan county",2,16.8
"MI","chippewa county",2,12.2
"MI","clare county",2,20
"MI","clinton county",2,22.9
"MI","crawford county",2,18
"MI","delta county",2,14.7
"MI","dickinson county",2,11.1
"MI","eaton county",2,24.2
"MI","emmet county",2,17.1
"MI","genesee county",2,24.2
"MI","gladwin county",2,20.8
"MI","gogebic county",2,8.5
"MI","grand traverse county",2,21.1
"MI","gratiot county",2,22.8
"MI","hillsdale county",2,25
"MI","houghton county",2,10.2
"MI","huron county",2,23.3
"MI","ingham county",2,23.9
"MI","ionia county",2,23.6
"MI","iosco county",2,20.9
"MI","iron county",2,8.9
"MI","isabella county",2,21.8
"MI","jackson county",2,24.8
"MI","kalamazoo county",2,25
"MI","kalkaska county",2,19.1
"MI","kent county",2,23.8
"MI","keweenaw county",2,10.4
"MI","lake county",2,21
"MI","lapeer county",2,24.4
"MI","leelanau county",2,21.6
"MI","lenawee county",2,25.8
"MI","livingston county",2,24
"MI","luce county",2,11.9
"MI","mackinac county",2,13.7
"MI","macomb county",2,26.4
"MI","manistee county",2,20.8
"MI","marquette county",2,11
"MI","mason county",2,22
"MI","mecosta county",2,21
"MI","menominee county",2,14.7
"MI","midland county",2,22.7
"MI","missaukee county",2,19.2
"MI","monroe county",2,27.4
"MI","montcalm county",2,22.4
"MI","montmorency county",2,17.8
"MI","muskegon county",2,24.8
"MI","newaygo county",2,22.6
"MI","oakland county",2,24.9
"MI","oceana county",2,23.8
"MI","ogemaw county",2,19.7
"MI","ontonagon county",2,9.6
"MI","osceola county",2,19.7
"MI","oscoda county",2,18.4
"MI","otsego county",2,17.1
"MI","ottawa county",2,25.1
"MI","presque isle county",2,17.7
"MI","roscommon county",2,19.1
"MI","saginaw county",2,23.5
"MI","st. clair county",2,25.8
"MI","st. joseph county",2,25.6
"MI","sanilac county",2,23.8
"MI","schoolcraft county",2,13.9
"MI","shiawassee county",2,22.7
"MI","tuscola county",2,23.7
"MI","van buren county",2,26.2
"MI","washtenaw county",2,25.1
"MI","wayne county",2,26.6
"MI","wexford county",2,19.8
"MN","aitkin county",2,3.8
"MN","anoka county",2,10.8
"MN","becker county",2,2.7
"MN","beltrami county",2,0.6
"MN","benton county",2,8.7
"MN","big stone county",2,10.3
"MN","blue earth county",2,13.4
"MN","brown county",2,14
"MN","carlton county",2,4.5
"MN","carver county",2,12.6
"MN","cass county",2,3
"MN","chippewa county",2,11.2
"MN","chisago county",2,10.2
"MN","clay county",2,5.3
"MN","clearwater county",2,0.7
"MN","cook county",2,2.1
"MN","cottonwood county",2,14.4
"MN","crow wing county",2,5.1
"MN","dakota county",2,13.1
"MN","dodge county",2,13.4
"MN","douglas county",2,6.1
"MN","faribault county",2,13.6
"MN","fillmore county",2,14.3
"MN","freeborn county",2,13.5
"MN","goodhue county",2,13.4
"MN","grant county",2,7.3
"MN","hennepin county",2,12.3
"MN","houston county",2,16.4
"MN","hubbard county",2,1.8
"MN","isanti county",2,9.2
"MN","itasca county",2,1.5
"MN","jackson county",2,15.4
"MN","kanabec county",2,7.2
"MN","kandiyohi county",2,9.7
"MN","kittson county",2,0.6
"MN","koochiching county",2,0.2
"MN","lac qui parle county",2,11.9
"MN","lake county",2,1.6
"MN","lake of the woods county",2,-0.1
"MN","le sueur county",2,13
"MN","lincoln county",2,13.3
"MN","lyon county",2,13.7
"MN","mcleod county",2,12.1
"MN","mahnomen county",2,1.6
"MN","marshall county",2,0.8
"MN","martin county",2,14.5
"MN","meeker county",2,9.6
"MN","mille lacs county",2,7.1
"MN","morrison county",2,6.7
"MN","mower county",2,14.3
"MN","murray county",2,14.2
"MN","nicollet county",2,13.8
"MN","nobles county",2,16
"MN","norman county",2,3.5
"MN","olmsted county",2,13.9
"MN","otter tail county",2,5.2
"MN","pennington county",2,1
"MN","pine county",2,8.4
"MN","pipestone county",2,15
"MN","polk county",2,2
"MN","pope county",2,8
"MN","ramsey county",2,12.2
