"state","county","month.index","avg.temp"
"AL","autauga county",1,45.1
"AL","baldwin county",1,50.1
"AL","barbour county",1,45.4
"AL","bibb county",1,43.2
"AL","blount county",1,41.6
"AL","bullock county",1,44.9
"AL","butler county",1,47
"AL","calhoun county",1,42.1
"AL","chambers county",1,42.7
"AL","cherokee county",1,41
"AL","chilton county",1,43.9
"AL","choctaw county",1,46.7
"AL","clarke county",1,47.5
"AL","clay county",1,41.7
"AL","cleburne county",1,41.7
"AL","coffee county",1,46.4
"AL","colbert county",1,38.6
"AL","conecuh county",1,47.9
"AL","coosa county",1,43.1
"AL","covington county",1,47.3
"AL","crenshaw county",1,46.1
"AL","cullman county",1,40.8
"AL","dale county",1,46.7
"AL","dallas county",1,45.7
"AL","dekalb county",1,38.9
"AL","elmore county",1,44.6
"AL","escambia county",1,48.6
"AL","etowah county",1,41.4
"AL","fayette county",1,41.8
"AL","franklin county",1,38.8
"AL","geneva county",1,47.5
"AL","greene county",1,44
"AL","hale county",1,43.6
"AL","henry county",1,46.8
"AL","houston county",1,48.2
"AL","jackson county",1,38.8
"AL","jefferson county",1,42.3
"AL","lamar county",1,42
"AL","lauderdale county",1,37.8
"AL","lawrence county",1,38.5
"AL","lee county",1,43.6
"AL","limestone county",1,37.7
"AL","lowndes county",1,46.2
"AL","macon county",1,44.4
"AL","madison county",1,38.2
"AL","marengo county",1,45.4
"AL","marion county",1,40
"AL","marshall county",1,40.4
"AL","mobile county",1,48.9
"AL","monroe county",1,48
"AL","montgomery county",1,45.8
"AL","morgan county",1,39.3
"AL","perry county",1,44.3
"AL","pickens county",1,43.1
"AL","pike county",1,45.6
"AL","randolph county",1,42.2
"AL","russell county",1,44.6
"AL","st. clair county",1,41.9
"AL","shelby county",1,42.7
"AL","sumter county",1,45
"AL","talladega county",1,42.3
"AL","tallapoosa county",1,42.8
"AL","tuscaloosa county",1,43.1
"AL","walker county",1,41.6
"AL","washington county",1,48.1
"AL","wilcox county",1,46.7
"AL","winston county",1,39.4
"AZ","apache county",1,32
"AZ","cochise county",1,45.1
"AZ","coconino county",1,35.3
"AZ","gila county",1,45.4
"AZ","graham county",1,44.7
"AZ","greenlee county",1,41.2
"AZ","la paz county",1,54.8
"AZ","maricopa county",1,54
"AZ","mohave county",1,45.8
"AZ","navajo county",1,32.8
"AZ","pima county",1,51.9
"AZ","pinal county",1,52.3
"AZ","santa cruz county",1,46.8
"AZ","yavapai county",1,44.5
"AZ","yuma county",1,56.1
"AR","arkansas county",1,40.9
"AR","ashley county",1,43.7
"AR","baxter county",1,34.2
"AR","benton county",1,34.6
"AR","boone county",1,34.3
"AR","bradley county",1,43
"AR","calhoun county",1,42.3
"AR","carroll county",1,34.2
"AR","chicot county",1,43.1
"AR","clark county",1,40.6
"AR","clay county",1,35
"AR","cleburne county",1,36.7
"AR","cleveland county",1,41.4
"AR","columbia county",1,43.4
"AR","conway county",1,37.8
"AR","craighead county",1,36
"AR","crawford county",1,36.6
"AR","crittenden county",1,38.6
"AR","cross county",1,37.4
"AR","dallas county",1,40.8
"AR","desha county",1,41.6
"AR","drew county",1,42.7
"AR","faulkner county",1,37.8
"AR","franklin county",1,36.9
"AR","fulton county",1,34
"AR","garland county",1,39.7
"AR","grant county",1,40.5
"AR","greene county",1,35.6
"AR","hempstead county",1,42.1
"AR","hot spring county",1,40.2
"AR","howard county",1,40.5
"AR","independence county",1,36.1
"AR","izard county",1,34.7
"AR","jackson county",1,36.2
"AR","jefferson county",1,40.8
"AR","johnson county",1,36.6
"AR","lafayette county",1,44.1
"AR","lawrence county",1,35.3
"AR","lee county",1,39.8
"AR","lincoln county",1,41.6
"AR","little river county",1,43
"AR","logan county",1,38.2
"AR","lonoke county",1,39.7
"AR","madison county",1,34.5
"AR","marion county",1,34.5
"AR","miller county",1,44.5
"AR","mississippi county",1,36.1
"AR","monroe county",1,40.1
"AR","montgomery county",1,39.6
"AR","nevada county",1,42.1
"AR","newton county",1,34.1
"AR","ouachita county",1,42.2
"AR","perry county",1,39
"AR","phillips county",1,40.6
"AR","pike county",1,40.1
"AR","poinsett county",1,36.6
"AR","polk county",1,38.8
"AR","pope county",1,36.9
"AR","prairie county",1,39.7
"AR","pulaski county",1,39.3
"AR","randolph county",1,34.6
"AR","st. francis county",1,38.7
"AR","saline county",1,39.5
"AR","scott county",1,38.7
"AR","searcy county",1,34.6
"AR","sebastian county",1,38.4
"AR","sevier county",1,41.4
"AR","sharp county",1,34.3
"AR","stone county",1,35.5
"AR","union county",1,43.5
"AR","van buren county",1,35.9
"AR","washington county",1,35
"AR","white county",1,37.8
"AR","woodruff county",1,37.6
"AR","yell county",1,39
"CA","alameda county",1,50.9
"CA","alpine county",1,34.1
"CA","amador county",1,47.8
"CA","butte county",1,49
"CA","calaveras county",1,48.1
"CA","colusa county",1,49.4
"CA","contra costa county",1,50.8
"CA","del norte county",1,44.8
"CA","el dorado county",1,44.3
"CA","fresno county",1,42.8
"CA","glenn county",1,48.9
"CA","humboldt county",1,45.3
"CA","imperial county",1,58.3
"CA","inyo county",1,44.4
"CA","kern county",1,47.3
"CA","kings county",1,48.8
"CA","lake county",1,48.2
"CA","lassen county",1,33.8
"CA","los angeles county",1,52.2
"CA","madera county",1,43.7
"CA","marin county",1,51.6
"CA","mariposa county",1,44.1
"CA","mendocino county",1,47.6
"CA","merced county",1,49.7
"CA","modoc county",1,35.2
"CA","mono county",1,31.1
"CA","monterey county",1,50.8
"CA","napa county",1,49.9
"CA","nevada county",1,41
"CA","orange county",1,59.1
"CA","placer county",1,43
"CA","plumas county",1,35
"CA","riverside county",1,54.6
"CA","sacramento county",1,49.4
"CA","san benito county",1,48.8
"CA","san bernardino county",1,50.1
"CA","san diego county",1,54.4
"CA","san francisco county",1,52.2
"CA","san joaquin county",1,50.5
"CA","san luis obispo county",1,50
"CA","san mateo county",1,52.1
"CA","santa barbara county",1,51.6
"CA","santa clara county",1,50.5
"CA","santa cruz county",1,52
"CA","shasta county",1,44
"CA","sierra county",1,35.2
"CA","siskiyou county",1,39.2
"CA","solano county",1,50.1
"CA","sonoma county",1,50.5
"CA","stanislaus county",1,50
"CA","sutter county",1,49.5
"CA","tehama county",1,48
"CA","trinity county",1,42.1
"CA","tulare county",1,41.6
"CA","tuolumne county",1,40.1
"CA","ventura county",1,50.2
"CA","yolo county",1,49.7
"CA","yuba county",1,48.9
"CO","adams county",1,28.5
"CO","alamosa county",1,22.9
"CO","arapahoe county",1,29.2
"CO","archuleta county",1,26.9
"CO","baca county",1,32.6
"CO","bent county",1,31.4
"CO","boulder county",1,28.4
"CO","broomfield county",1,31.1
"CO","chaffee county",1,21.4
"CO","cheyenne county",1,29.9
"CO","clear creek county",1,21.7
"CO","conejos county",1,23
"CO","costilla county",1,25.9
"CO","crowley county",1,30.6
"CO","custer county",1,25.7
"CO","delta county",1,27.4
"CO","denver county",1,31.2
"CO","dolores county",1,27.4
"CO","douglas county",1,30.6
"CO","eagle county",1,19.9
"CO","elbert county",1,28.6
"CO","el paso county",1,30.4
"CO","fremont county",1,28.4
"CO","garfield county",1,24.5
"CO","gilpin county",1,24.9
"CO","grand county",1,16.2
"CO","gunnison county",1,18.6
"CO","hinsdale county",1,22.3
"CO","huerfano county",1,30.8
"CO","jackson county",1,17.6
"CO","jefferson county",1,29.1
"CO","kiowa county",1,30.2
"CO","kit carson county",1,29.7
"CO","lake county",1,18.6
"CO","la plata county",1,28.6
"CO","larimer county",1,25.4
"CO","las animas county",1,33.5
"CO","lincoln county",1,29.3
"CO","logan county",1,28.4
"CO","mesa county",1,27.7
"CO","mineral county",1,23.6
"CO","moffat county",1,22
"CO","montezuma county",1,31.2
"CO","montrose county",1,28.4
"CO","morgan county",1,26.6
"CO","otero county",1,32.4
"CO","ouray county",1,24.8
"CO","park county",1,21.4
"CO","phillips county",1,28.6
"CO","pitkin county",1,20.4
"CO","prowers county",1,31.1
"CO","pueblo county",1,33.2
"CO","rio blanco county",1,24.9
"CO","rio grande county",1,22.9
"CO","routt county",1,20.3
"CO","saguache county",1,21.1
"CO","san juan county",1,22.7
"CO","san miguel county",1,27.7
"CO","sedgwick county",1,28
"CO","summit county",1,17.9
"CO","teller county",1,24.5
"CO","washington county",1,28
"CO","weld county",1,27
"CO","yuma county",1,29.2
"CT","fairfield county",1,25.2
"CT","hartford county",1,24.1
"CT","litchfield county",1,20.8
"CT","middlesex county",1,25.9
"CT","new haven county",1,25.1
"CT","new london county",1,26.7
"CT","tolland county",1,23.4
"CT","windham county",1,23.8
"DE","kent county",1,31.1
"DE","new castle county",1,30.4
"DE","sussex county",1,32.6
"FL","alachua county",1,53.8
"FL","baker county",1,51.7
"FL","bay county",1,52.1
"FL","bradford county",1,53.3
"FL","brevard county",1,60.7
"FL","broward county",1,67
"FL","calhoun county",1,50.9
"FL","charlotte county",1,62.2
"FL","citrus county",1,55.9
"FL","clay county",1,54.8
"FL","collier county",1,65.7
"FL","columbia county",1,51.7
"FL","desoto county",1,60.6
"FL","dixie county",1,53.1
"FL","duval county",1,54.2
"FL","escambia county",1,50.4
"FL","flagler county",1,57.8
"FL","franklin county",1,52.3
"FL","gadsden county",1,50.4
"FL","gilchrist county",1,53
"FL","glades county",1,62
"FL","gulf county",1,52.6
"FL","hamilton county",1,51.5
"FL","hardee county",1,59.9
"FL","hendry county",1,64
"FL","hernando county",1,57
"FL","highlands county",1,60.5
"FL","hillsborough county",1,59.8
"FL","holmes county",1,48.5
"FL","indian river county",1,61.4
"FL","jackson county",1,49.6
"FL","jefferson county",1,51.3
"FL","lafayette county",1,52.5
"FL","lake county",1,58.2
"FL","lee county",1,64
"FL","leon county",1,50.9
"FL","levy county",1,54.1
"FL","liberty county",1,51.4
"FL","madison county",1,51.7
"FL","manatee county",1,60.3
"FL","marion county",1,56
"FL","martin county",1,64.3
"FL","miami-dade county",1,68.1
"FL","monroe county",1,68.3
"FL","nassau county",1,52.5
"FL","okaloosa county",1,49.4
"FL","okeechobee county",1,61.6
"FL","orange county",1,59.9
"FL","osceola county",1,60.4
"FL","palm beach county",1,65.4
"FL","pasco county",1,58
"FL","pinellas county",1,59.8
"FL","polk county",1,59.8
"FL","putnam county",1,56.4
"FL","st. johns county",1,56.9
"FL","st. lucie county",1,63
"FL","santa rosa county",1,50
"FL","sarasota county",1,60.5
"FL","seminole county",1,59.7
"FL","sumter county",1,57.2
"FL","suwannee county",1,52.4
"FL","taylor county",1,52.6
"FL","union county",1,52.4
"FL","volusia county",1,58.7
"FL","wakulla county",1,51.6
"FL","walton county",1,49.4
"FL","washington county",1,50
"GA","appling county",1,48.7
"GA","atkinson county",1,48.7
"GA","bacon county",1,48.4
"GA","baker county",1,49.3
"GA","baldwin county",1,45.6
"GA","banks county",1,42.1
"GA","barrow county",1,42.6
"GA","bartow county",1,40.3
"GA","ben hill county",1,48.3
"GA","berrien county",1,48.5
"GA","bibb county",1,46.3
"GA","bleckley county",1,47.6
"GA","brantley county",1,49.6
"GA","brooks county",1,49.4
"GA","bryan county",1,49.5
"GA","bulloch county",1,48.5
"GA","burke county",1,46.5
"GA","butts county",1,44.1
"GA","calhoun county",1,48.5
"GA","camden county",1,51.5
"GA","candler county",1,48.3
"GA","carroll county",1,42.2
"GA","catoosa county",1,39.2
"GA","charlton county",1,50.9
"GA","chatham county",1,49.5
"GA","chattahoochee county",1,45.5
"GA","chattooga county",1,39.8
"GA","cherokee county",1,39.8
"GA","clarke county",1,42.9
"GA","clay county",1,46.9
"GA","clayton county",1,43.9
"GA","clinch county",1,49.9
"GA","cobb county",1,41.7
"GA","coffee county",1,48.4
"GA","colquitt county",1,48.4
"GA","columbia county",1,45.2
"GA","cook county",1,48.4
"GA","coweta county",1,43.7
"GA","crawford county",1,46
"GA","crisp county",1,48.6
"GA","dade county",1,38.4
"GA","dawson county",1,39.2
"GA","decatur county",1,49.8
"GA","dekalb county",1,42.9
"GA","dodge county",1,48
"GA","dooly county",1,48.1
"GA","dougherty county",1,49.1
"GA","douglas county",1,42.5
"GA","early county",1,48.2
"GA","echols county",1,50.6
"GA","effingham county",1,48.3
"GA","elbert county",1,42.4
"GA","emanuel county",1,47.5
"GA","evans county",1,49.1
"GA","fannin county",1,36.9
"GA","fayette county",1,44.1
"GA","floyd county",1,40.8
"GA","forsyth county",1,40.5
"GA","franklin county",1,41.8
"GA","fulton county",1,42.5
"GA","gilmer county",1,37.3
"GA","glascock county",1,45.3
"GA","glynn county",1,50.9
"GA","gordon county",1,39.6
"GA","grady county",1,49.9
"GA","greene county",1,43.8
"GA","gwinnett county",1,42
"GA","habersham county",1,40
"GA","hall county",1,41.4
"GA","hancock county",1,44.9
"GA","haralson county",1,41.3
"GA","harris county",1,44.2
"GA","hart county",1,41.6
"GA","heard county",1,43.1
"GA","henry county",1,44
"GA","houston county",1,47.4
"GA","irwin county",1,48.2
"GA","jackson county",1,42.5
"GA","jasper county",1,43.9
"GA","jeff davis county",1,48.2
"GA","jefferson county",1,45.9
"GA","jenkins county",1,47.3
"GA","johnson county",1,46.9
"GA","jones county",1,45.4
"GA","lamar county",1,44.7
"GA","lanier county",1,49.1
"GA","laurens county",1,47.6
"GA","lee county",1,48.9
"GA","liberty county",1,49.8
"GA","lincoln county",1,43.9
"GA","long county",1,49.8
"GA","lowndes county",1,49.8
"GA","lumpkin county",1,39
"GA","mcduffie county",1,44.7
"GA","mcintosh county",1,50.4
"GA","macon county",1,47.1
"GA","madison county",1,42.2
"GA","marion county",1,45.9
"GA","meriwether county",1,44.2
"GA","miller county",1,49.1
"GA","mitchell county",1,49.3
"GA","monroe county",1,45
"GA","montgomery county",1,48.1
"GA","morgan county",1,43.5
"GA","murray county",1,38.5
"GA","muscogee county",1,45.2
"GA","newton county",1,43.3
"GA","oconee county",1,43.2
"GA","oglethorpe county",1,42.9
"GA","paulding county",1,41.4
"GA","peach county",1,46.8
"GA","pickens county",1,38.5
"GA","pierce county",1,49
"GA","pike county",1,44.7
"GA","polk county",1,41.5
"GA","pulaski county",1,48.1
"GA","putnam county",1,44.4
"GA","quitman county",1,46
"GA","rabun county",1,37.8
"GA","randolph county",1,47.1
"GA","richmond county",1,46.2
"GA","rockdale county",1,43.3
"GA","schley county",1,46.8
"GA","screven county",1,47.2
"GA","seminole county",1,49.4
"GA","spalding county",1,44.6
"GA","stephens county",1,41.2
"GA","stewart county",1,45.9
"GA","sumter county",1,48
"GA","talbot county",1,44.9
"GA","taliaferro county",1,43.9
"GA","tattnall county",1,49.1
"GA","taylor county",1,45.9
"GA","telfair county",1,48.3
"GA","terrell county",1,48.3
"GA","thomas county",1,49.6
"GA","tift county",1,47.9
"GA","toombs county",1,48.4
"GA","towns county",1,37.3
"GA","treutlen county",1,47.8
"GA","troup county",1,43.5
"GA","turner county",1,48.1
"GA","twiggs county",1,47
"GA","union county",1,37.5
"GA","upson county",1,45.1
"GA","walker county",1,39
"GA","walton county",1,42.8
"GA","ware county",1,49.5
"GA","warren county",1,44.6
"GA","washington county",1,46.1
"GA","wayne county",1,49.5
"GA","webster county",1,46.9
"GA","wheeler county",1,48.1
"GA","white county",1,39.4
"GA","whitfield county",1,39.2
"GA","wilcox county",1,48.3
"GA","wilkes county",1,43.4
"GA","wilkinson county",1,46.8
"GA","worth county",1,48.4
"ID","ada county",1,28.4
"ID","adams county",1,24.1
"ID","bannock county",1,23.3
"ID","bear lake county",1,19
"ID","benewah county",1,30.3
"ID","bingham county",1,18.6
"ID","blaine county",1,20.3
"ID","boise county",1,25
"ID","bonner county",1,27.4
"ID","bonneville county",1,18.8
"ID","boundary county",1,25
"ID","butte county",1,15.1
"ID","camas county",1,23.6
"ID","canyon county",1,28.2
"ID","caribou county",1,21.1
"ID","cassia county",1,25.4
"ID","clark county",1,18
"ID","clearwater county",1,29.1
"ID","custer county",1,20.4
"ID","elmore county",1,26.6
"ID","franklin county",1,22.4
"ID","fremont county",1,16.3
"ID","gem county",1,26.5
"ID","gooding county",1,24.5
"ID","idaho county",1,26
"ID","jefferson county",1,14.6
"ID","jerome county",1,24.2
"ID","kootenai county",1,30
"ID","latah county",1,30.3
"ID","lemhi county",1,21.3
"ID","lewis county",1,29.7
"ID","lincoln county",1,20.8
"ID","madison county",1,17.8
"ID","minidoka county",1,20.5
"ID","nez perce county",1,31.6
"ID","oneida county",1,23.6
"ID","owyhee county",1,27.3
"ID","payette county",1,27.8
"ID","power county",1,21.3
"ID","shoshone county",1,27.6
"ID","teton county",1,17.2
"ID","twin falls county",1,26.3
"ID","valley county",1,22.2
"ID","washington county",1,26.2
"IL","adams county",1,21.7
"IL","alexander county",1,32.1
"IL","bond county",1,25.6
"IL","boone county",1,16
"IL","brown county",1,21.5
"IL","bureau county",1,16
"IL","calhoun county",1,25.5
"IL","carroll county",1,14.2
"IL","cass county",1,22.2
"IL","champaign county",1,22.2
"IL","christian county",1,23.5
"IL","clark county",1,25.7
"IL","clay county",1,26.9
"IL","clinton county",1,27.2
"IL","coles county",1,24.2
"IL","cook county",1,19.9
"IL","crawford county",1,26.3
"IL","cumberland county",1,25
"IL","dekalb county",1,15.6
"IL","de witt county",1,21.8
"IL","douglas county",1,23.8
"IL","dupage county",1,18.4
"IL","edgar county",1,24.6
"IL","edwards county",1,28.5
"IL","effingham county",1,25.4
"IL","fayette county",1,25.3
"IL","ford county",1,20.4
"IL","franklin county",1,29.5
"IL","fulton county",1,20
"IL","gallatin county",1,31
"IL","greene county",1,24.8
"IL","grundy county",1,18.6
"IL","hamilton county",1,29.7
"IL","hancock county",1,19.9
"IL","hardin county",1,31.3
"IL","henderson county",1,17.7
"IL","henry county",1,16.5
"IL","iroquois county",1,20.2
"IL","jackson county",1,29.8
"IL","jasper county",1,26.1
"IL","jefferson county",1,28.6
"IL","jersey county",1,26.1
"IL","jo daviess county",1,13.1
"IL","johnson county",1,30.8
"IL","kane county",1,16.5
"IL","kankakee county",1,19.4
"IL","kendall county",1,17.6
"IL","knox county",1,17.1
"IL","lake county",1,18.4
"IL","lasalle county",1,17.6
"IL","lawrence county",1,27.1
"IL","lee county",1,15.6
"IL","livingston county",1,19.6
"IL","logan county",1,22
"IL","mcdonough county",1,18.9
"IL","mchenry county",1,16.2
"IL","mclean county",1,20.9
"IL","macon county",1,22.6
"IL","macoupin county",1,24.6
"IL","madison county",1,26.2
"IL","marion county",1,26.8
"IL","marshall county",1,18.5
"IL","mason county",1,21.9
"IL","massac county",1,32
"IL","menard county",1,22.4
"IL","mercer county",1,16.6
"IL","monroe county",1,28.9
"IL","montgomery county",1,24
"IL","morgan county",1,23
"IL","moultrie county",1,23.4
"IL","ogle county",1,15.4
"IL","peoria county",1,19.6
"IL","perry county",1,28.7
"IL","piatt county",1,22.6
"IL","pike county",1,23.3
"IL","pope county",1,31.1
"IL","pulaski county",1,31.9
"IL","putnam county",1,17.7
"IL","randolph county",1,28.5
"IL","richland county",1,27.1
"IL","rock island county",1,16.9
"IL","st. clair county",1,27.8
"IL","saline county",1,30.4
"IL","sangamon county",1,23
"IL","schuyler county",1,20.9
"IL","scott county",1,23.3
"IL","shelby county",1,24.1
"IL","stark county",1,16.5
"IL","stephenson county",1,14.1
"IL","tazewell county",1,21.1
"IL","union county",1,30.8
"IL","vermilion county",1,22.4
"IL","wabash county",1,28.3
"IL","warren county",1,16.9
"IL","washington county",1,27.8
"IL","wayne county",1,28.4
"IL","white county",1,30.3
"IL","whiteside county",1,15.7
"IL","will county",1,18.8
"IL","williamson county",1,29.8
"IL","winnebago county",1,15.9
"IL","woodford county",1,19.9
"IN","adams county",1,21.9
"IN","allen county",1,21.2
"IN","bartholomew county",1,27.1
"IN","benton county",1,21.1
"IN","blackford county",1,22.8
"IN","boone county",1,23.4
"IN","brown county",1,25.7
"IN","carroll county",1,22.2
"IN","cass county",1,21.7
"IN","clark county",1,29.3
"IN","clay county",1,25.6
"IN","clinton county",1,22.5
"IN","crawford county",1,28.7
"IN","daviess county",1,27.5
"IN","dearborn county",1,27.4
"IN","decatur county",1,26.6
"IN","dekalb county",1,20.6
"IN","delaware county",1,24
"IN","dubois county",1,28.5
"IN","elkhart county",1,20.4
"IN","fayette county",1,24.7
"IN","floyd county",1,29.6
"IN","fountain county",1,23.1
"IN","franklin county",1,26.1
"IN","fulton county",1,21.1
"IN","gibson county",1,28.8
"IN","grant county",1,22.8
"IN","greene county",1,26
"IN","hamilton county",1,23.9
"IN","hancock county",1,24.8
"IN","harrison county",1,29.8
"IN","hendricks county",1,24.2
"IN","henry county",1,23.9
"IN","howard county",1,22.2
"IN","huntington county",1,21.4
"IN","jackson county",1,27.8
"IN","jasper county",1,20.2
"IN","jay county",1,22.4
"IN","jefferson county",1,28.8
"IN","jennings county",1,28
"IN","johnson county",1,25.4
"IN","knox county",1,27.5
"IN","kosciusko county",1,20.3
"IN","lagrange county",1,20.4
"IN","lake county",1,19.8
"IN","laporte county",1,19.9
"IN","lawrence county",1,26.9
"IN","madison county",1,24.3
"IN","marion county",1,24.8
"IN","marshall county",1,20.7
"IN","martin county",1,27.6
"IN","miami county",1,21.5
"IN","monroe county",1,25.1
"IN","montgomery county",1,23.2
"IN","morgan county",1,24.8
"IN","newton county",1,20.2
"IN","noble county",1,20.2
"IN","ohio county",1,28.5
"IN","orange county",1,28.1
"IN","owen county",1,25.3
"IN","parke county",1,24.1
"IN","perry county",1,29.2
"IN","pike county",1,28.3
"IN","porter county",1,19.3
"IN","posey county",1,30.6
"IN","pulaski county",1,21
"IN","putnam county",1,24.2
"IN","randolph county",1,23
"IN","ripley county",1,27.2
"IN","rush county",1,25.2
"IN","st. joseph county",1,20.6
"IN","scott county",1,28.8
"IN","shelby county",1,26.2
"IN","spencer county",1,29.6
"IN","starke county",1,20.6
"IN","steuben county",1,20
"IN","sullivan county",1,26.5
"IN","switzerland county",1,29
"IN","tippecanoe county",1,22.9
"IN","tipton county",1,22.9
"IN","union county",1,24.9
"IN","vanderburgh county",1,30.1
"IN","vermillion county",1,24.2
"IN","vigo county",1,26.2
"IN","wabash county",1,21.3
"IN","warren county",1,22.3
"IN","warrick county",1,29.4
"IN","washington county",1,28.1
"IN","wayne county",1,23.4
"IN","wells county",1,21.8
"IN","white county",1,21.5
"IN","whitley county",1,20.5
"IA","adair county",1,17.2
"IA","adams county",1,18.6
"IA","allamakee county",1,9.9
"IA","appanoose county",1,17.5
"IA","audubon county",1,16.6
"IA","benton county",1,12.1
"IA","black hawk county",1,11.9
"IA","boone county",1,15
"IA","bremer county",1,11
"IA","buchanan county",1,10.7
"IA","buena vista county",1,14.7
"IA","butler county",1,11.2
"IA","calhoun county",1,14.2
"IA","carroll county",1,15.9
"IA","cass county",1,18
"IA","cedar county",1,14
"IA","cerro gordo county",1,10.2
"IA","cherokee county",1,16
"IA","chickasaw county",1,10.3
"IA","clarke county",1,17.8
"IA","clay county",1,14
"IA","clayton county",1,10.1
"IA","clinton county",1,15.4
"IA","crawford county",1,17.5
"IA","dallas county",1,16.7
"IA","davis county",1,17.5
"IA","decatur county",1,19.4
"IA","delaware county",1,11.1
"IA","des moines county",1,17.3
"IA","dickinson county",1,12.3
"IA","dubuque county",1,12.3
"IA","emmet county",1,10.9
"IA","fayette county",1,9.2
"IA","floyd county",1,10.4
"IA","franklin county",1,11
"IA","fremont county",1,21.8
"IA","greene county",1,15.2
"IA","grundy county",1,12
"IA","guthrie county",1,16.5
"IA","hamilton county",1,12.6
"IA","hancock county",1,10.3
"IA","hardin county",1,12.1
"IA","harrison county",1,20.7
"IA","henry county",1,15.7
"IA","howard county",1,9
"IA","humboldt county",1,12.2
"IA","ida county",1,16.7
"IA","iowa county",1,13.9
"IA","jackson county",1,14
"IA","jasper county",1,15
"IA","jefferson county",1,15.5
"IA","johnson county",1,14.1
"IA","jones county",1,13.9
"IA","keokuk county",1,15.6
"IA","kossuth county",1,11
"IA","lee county",1,18.5
"IA","linn county",1,13
"IA","louisa county",1,16.2
"IA","lucas county",1,16.6
"IA","lyon county",1,15.5
"IA","madison county",1,17.2
"IA","mahaska county",1,16
"IA","marion county",1,15.8
"IA","marshall county",1,13.4
"IA","mills county",1,20.7
"IA","mitchell county",1,9.5
"IA","monona county",1,19.8
"IA","monroe county",1,16.8
"IA","montgomery county",1,19.6
"IA","muscatine county",1,14.8
"IA","o'brien county",1,14.6
"IA","osceola county",1,13.2
"IA","page county",1,21
"IA","palo alto county",1,12.1
"IA","plymouth county",1,17.8
"IA","pocahontas county",1,12.7
"IA","polk county",1,16.5
"IA","pottawattamie county",1,19.6
"IA","poweshiek county",1,14
"IA","ringgold county",1,19
"IA","sac county",1,15.6
"IA","scott county",1,16.9
"IA","shelby county",1,17.7
"IA","sioux county",1,16.3
"IA","story county",1,14.4
"IA","tama county",1,12.5
"IA","taylor county",1,19.8
"IA","union county",1,17.7
"IA","van buren county",1,16.3
"IA","wapello county",1,17.3
"IA","warren county",1,16.9
"IA","washington county",1,15.2
"IA","wayne county",1,17.9
"IA","webster county",1,13.2
"IA","winnebago county",1,9.6
"IA","winneshiek county",1,9.3
"IA","woodbury county",1,18.7
"IA","worth county",1,9.3
"IA","wright county",1,11.4
"KS","allen county",1,31.1
"KS","anderson county",1,30
"KS","atchison county",1,26.5
"KS","barber county",1,33
"KS","barton county",1,28.7
"KS","bourbon county",1,31.6
"KS","brown county",1,25.2
"KS","butler county",1,31.2
"KS","chase county",1,29.7
"KS","chautauqua county",1,33.4
"KS","cherokee county",1,33.7
"KS","cheyenne county",1,29.4
"KS","clark county",1,32.7
"KS","clay county",1,28.1
"KS","cloud county",1,28.2
"KS","coffey county",1,31
"KS","comanche county",1,32.8
"KS","cowley county",1,33
"KS","crawford county",1,32.3
"KS","decatur county",1,28.2
"KS","dickinson county",1,29.7
"KS","doniphan county",1,25.5
"KS","douglas county",1,30
"KS","edwards county",1,30.8
"KS","elk county",1,32.8
"KS","ellis county",1,28.6
"KS","ellsworth county",1,30
"KS","finney county",1,29.7
"KS","ford county",1,31.2
"KS","franklin county",1,30.2
"KS","geary county",1,28.9
"KS","gove county",1,27.8
"KS","graham county",1,28.3
"KS","grant county",1,31.3
"KS","gray county",1,30.7
"KS","greeley county",1,29
"KS","greenwood county",1,31.4
"KS","hamilton county",1,30.7
"KS","harper county",1,33.2
"KS","harvey county",1,30.6
"KS","haskell county",1,31
"KS","hodgeman county",1,30.5
"KS","jackson county",1,26.8
"KS","jefferson county",1,28.4
"KS","jewell county",1,27.5
"KS","johnson county",1,29.6
"KS","kearny county",1,30.2
"KS","kingman county",1,32.1
"KS","kiowa county",1,31.8
"KS","labette county",1,33.2
"KS","lane county",1,28.2
"KS","leavenworth county",1,29
"KS","lincoln county",1,29.2
"KS","linn county",1,30.5
"KS","logan county",1,28.7
"KS","lyon county",1,30.8
"KS","mcpherson county",1,30.2
"KS","marion county",1,29.6
"KS","marshall county",1,24.8
"KS","meade county",1,32.5
"KS","miami county",1,30
"KS","mitchell county",1,28
"KS","montgomery county",1,33.3
"KS","morris county",1,29.2
"KS","morton county",1,33.2
"KS","nemaha county",1,24.8
"KS","neosho county",1,32.3
"KS","ness county",1,28.8
"KS","norton county",1,27.4
"KS","osage county",1,30.5
"KS","osborne county",1,28.2
"KS","ottawa county",1,29.1
"KS","pawnee county",1,29.3
"KS","phillips county",1,27.4
"KS","pottawatomie county",1,26.9
"KS","pratt county",1,32.1
"KS","rawlins county",1,28.9
"KS","reno county",1,30.7
"KS","republic county",1,26.8
"KS","rice county",1,29.8
"KS","riley county",1,27.9
"KS","rooks county",1,28.2
"KS","rush county",1,28.7
"KS","russell county",1,29.4
"KS","saline county",1,30.3
"KS","scott county",1,28.6
"KS","sedgwick county",1,32.2
"KS","seward county",1,32.9
"KS","shawnee county",1,29.3
"KS","sheridan county",1,27.9
"KS","sherman county",1,29.4
"KS","smith county",1,26.8
