state,county,month.index,avg.temp,fips,lat,lng,type,cases
PA,washington county,9,63.8,42125,40.1894,-80.2483,poultry,1800
PA,york county,9,66.4,42133,39.92,-76.7265,poultry,25900
RI,washington county,9,64.1,44009,41.4697,-71.6225,wild bird,3
SC,charleston county,9,76.3,45019,32.8346,-79.9531,wild bird,1
SC,lexington county,9,73.2,45063,33.9023,-81.2722,wild bird,6
SC,mccormick county,9,73.2,45065,33.8995,-82.31,wild bird,1
SD,clark county,9,63.6,46025,44.8583,-97.7295,poultry,65600
SD,kingsbury county,9,63.3,46077,44.3696,-97.4915,non-poultry,250
SD,mcpherson county,9,61.7,46089,45.7664,-99.2214,poultry,56900
SD,perkins county,9,65.2,46105,45.4905,-102.4757,wild bird,2
TN,lake county,9,71.2,47095,36.3352,-89.4935,wild bird,19
TN,obion county,9,70.3,47131,36.3582,-89.1488,poultry,130
TX,chambers county,9,80.2,48071,29.7384,-94.6101,wild bird,10
TX,dallas county,9,79.3,48113,32.7666,-96.7778,non-poultry,60
UT,box elder county,9,67.0,49003,41.521,-113.0821,wild bird,6
UT,davis county,9,68.4,49011,40.99,-112.1115,wild bird,30
UT,salt lake county,9,68.1,49035,40.6673,-111.9236,wild bird,1
UT,sanpete county,9,62.0,49039,39.3739,-111.5763,poultry,317600
UT,sanpete county,9,62.0,49039,39.3739,-111.5763,wild bird,1
UT,tooele county,9,68.6,49045,40.4488,-113.1311,wild bird,1
UT,weber county,9,64.5,49057,41.2698,-111.9134,wild bird,10
VT,addison county,9,58.4,50001,44.0308,-73.1409,wild bird,24
VT,chittenden county,9,59.5,50007,44.4608,-73.0808,wild bird,37
VA,fluvanna county,9,69.2,51065,37.8419,-78.2772,wild bird,4
VA,orange county,9,68.2,51137,38.2462,-78.0137,wild bird,3
VA,norfolk city,9,73.4,51710,36.8945,-76.259,wild bird,4
WA,clallam county,9,59.5,53009,48.0493,-123.928,wild bird,2
WA,island county,9,61.7,53029,48.163,-122.5481,wild bird,1
WA,king county,9,61.0,53033,47.4902,-121.8052,wild bird,1
WA,pierce county,9,60.1,53053,47.0241,-122.1046,non-poultry,30
WA,san juan county,9,61.0,53055,48.5782,-122.965,wild bird,5
WA,skagit county,9,59.4,53057,48.4793,-121.7305,wild bird,1
WA,snohomish county,9,59.5,53061,48.0475,-121.6975,wild bird,1
WA,whatcom county,9,58.2,53073,48.8258,-121.7196,wild bird,10
WA,yakima county,9,61.3,53077,46.457,-120.7385,wild bird,48
WI,brown county,9,61.6,55009,44.4525,-88.0037,captive wild bird,1
WI,brown county,9,61.6,55009,44.4525,-88.0037,wild bird,6
WI,chippewa county,9,60.0,55017,45.0694,-91.2799,wild bird,1
WI,dane county,9,62.6,55025,43.0673,-89.4181,captive wild bird,2
WI,dodge county,9,62.1,55027,43.4163,-88.7075,wild bird,5
WI,dunn county,9,61.3,55033,44.9466,-91.8964,poultry,79500
WI,green lake county,9,61.9,55047,43.8004,-89.0448,wild bird,1
WI,manitowoc county,9,61.8,55071,44.1199,-87.8097,wild bird,1
WI,racine county,9,64.2,55101,42.7475,-88.0612,poultry,10000
WI,st. croix county,9,61.5,55109,45.034,-92.4526,captive wild bird,1
WI,sheboygan county,9,62.4,55117,43.7212,-87.9454,wild bird,2
WI,washington county,9,61.8,55131,43.3685,-88.2307,poultry,120
WI,waukesha county,9,63.0,55133,43.0182,-88.3045,wild bird,4
WI,winnebago county,9,61.9,55139,44.0689,-88.6447,wild bird,1
WY,albany county,9,58.1,56001,41.6544,-105.7239,wild bird,2
WY,campbell county,9,63.7,56005,44.2483,-105.5483,wild bird,1
WY,fremont county,9,58.5,56013,43.0405,-108.6304,wild bird,1
WY,johnson county,9,61.2,56019,44.0388,-106.5847,wild bird,1
WY,natrona county,9,61.6,56025,42.9622,-106.7985,wild bird,1
WY,park county,9,56.0,56029,44.5205,-109.5879,wild bird,2
WY,teton county,9,52.6,56039,43.9347,-110.5898,wild bird,1
AK,kusilvak census area,9,46.0,2158,62.155,-163.3826,wild bird,5
AK,southeast fairbanks census area,9,40.6,2240,63.8762,-143.213,wild bird,4
AK,yukon-koyukuk census area,9,43.0,2290,65.5087,-151.3896,wild bird,3
AZ,maricopa county,10,72.3,4013,33.349,-112.4915,wild bird,4
AR,madison county,10,57.7,5087,36.011,-93.7246,poultry,56000
AR,pope county,10,60.1,5115,35.4478,-93.0345,non-poultry,470
AR,pulaski county,10,62.6,5119,34.77,-92.312,wild bird,1
CA,alameda county,10,65.3,6001,37.6469,-121.8888,wild bird,2
CA,calaveras county,10,66.0,6009,38.2046,-120.5541,non-poultry,20
CA,del norte county,10,59.2,6015,41.7431,-123.8972,poultry,43000
CA,el dorado county,10,61.2,6017,38.7787,-120.5247,wild bird,1
CA,fresno county,10,61.5,6019,36.7582,-119.6493,captive wild bird,4
CA,lassen county,10,53.2,6035,40.6736,-120.5943,wild bird,2
CA,los angeles county,10,67.0,6037,34.3209,-118.2247,captive wild bird,2
CA,los angeles county,10,67.0,6037,34.3209,-118.2247,wild bird,11
CA,marin county,10,59.4,6041,38.0735,-122.7235,wild bird,1
CA,monterey county,10,62.5,6053,36.2171,-121.2388,poultry,15100
CA,monterey county,10,62.5,6053,36.2171,-121.2388,wild bird,2
CA,napa county,10,64.5,6055,38.5065,-122.3305,captive wild bird,1
CA,napa county,10,64.5,6055,38.5065,-122.3305,wild bird,1
CA,orange county,10,69.4,6059,33.7031,-117.7609,wild bird,10
CA,riverside county,10,72.0,6065,33.7437,-115.9938,wild bird,3
CA,san benito county,10,63.5,6069,36.6057,-121.075,wild bird,1
CA,san diego county,10,67.0,6073,33.0343,-116.735,captive wild bird,1
CA,san diego county,10,67.0,6073,33.0343,-116.735,wild bird,2
CA,san luis obispo county,10,64.1,6079,35.3871,-120.4044,wild bird,2
CA,santa clara county,10,64.2,6085,37.2318,-121.6951,wild bird,3
CA,santa cruz county,10,60.7,6087,37.0562,-122.0018,wild bird,2
CA,solano county,10,65.9,6095,38.27,-121.9329,captive wild bird,1
CA,stanislaus county,10,67.5,6099,37.5591,-120.9977,poultry,105900
CA,ventura county,10,63.1,6111,34.4561,-119.0836,wild bird,1
CO,adams county,10,52.5,8001,39.8737,-104.3379,wild bird,1
CO,boulder county,10,46.6,8013,40.0925,-105.3577,captive wild bird,4
CO,boulder county,10,46.6,8013,40.0925,-105.3577,poultry,600
CO,denver county,10,53.8,8031,39.762,-104.8758,captive wild bird,10
CO,douglas county,10,49.0,8035,39.3297,-104.9296,captive wild bird,2
CO,el paso county,10,49.5,8041,38.8321,-104.5255,wild bird,1
CO,jefferson county,10,48.3,8059,39.5864,-105.2505,poultry,50
CO,la plata county,10,46.6,8067,37.2866,-107.8433,non-poultry,60
CO,la plata county,10,46.6,8067,37.2866,-107.8433,wild bird,1
CO,larimer county,10,44.2,8069,40.6664,-105.4612,captive wild bird,2
CO,larimer county,10,44.2,8069,40.6664,-105.4612,non-poultry,20
CO,larimer county,10,44.2,8069,40.6664,-105.4612,wild bird,5
CO,weld county,10,51.1,8123,40.5548,-104.3925,non-poultry,40
CT,hartford county,10,52.6,9003,41.8064,-72.7329,wild bird,3
CT,middlesex county,10,53.1,9007,41.4632,-72.5351,wild bird,2
CT,new haven county,10,52.4,9009,41.4106,-72.9321,non-poultry,50
CT,new haven county,10,52.4,9009,41.4106,-72.9321,wild bird,1
CT,new london county,10,54.0,9011,41.4867,-72.1014,wild bird,1
CT,tolland county,10,51.9,9013,41.855,-72.3365,wild bird,1
FL,brevard county,10,74.2,12009,28.2936,-80.7323,wild bird,16
FL,broward county,10,77.5,12011,26.1523,-80.4871,non-poultry,40
FL,broward county,10,77.5,12011,26.1523,-80.4871,poultry,300
FL,hillsborough county,10,74.3,12057,27.9292,-82.3092,non-poultry,40
FL,indian river county,10,74.5,12061,27.6943,-80.6062,captive wild bird,1
FL,indian river county,10,74.5,12061,27.6943,-80.6062,non-poultry,390
FL,indian river county,10,74.5,12061,27.6943,-80.6062,poultry,50
FL,lake county,10,73.0,12069,28.7615,-81.7113,non-poultry,9
FL,madison county,10,66.8,12079,30.4441,-83.4701,wild bird,1
FL,martin county,10,76.3,12085,27.0775,-80.4315,non-poultry,80
FL,okeechobee county,10,74.5,12093,27.3864,-80.8886,non-poultry,2
FL,orange county,10,74.2,12095,28.5144,-81.3235,wild bird,1
FL,osceola county,10,74.6,12097,28.0626,-81.1495,non-poultry,20
FL,osceola county,10,74.6,12097,28.0626,-81.1495,wild bird,2
FL,palm beach county,10,76.7,12099,26.6476,-80.4655,wild bird,1
FL,pasco county,10,73.3,12101,28.3091,-82.3932,non-poultry,40
FL,pinellas county,10,74.8,12103,27.9199,-82.7256,captive wild bird,1
FL,st. lucie county,10,75.4,12111,27.3772,-80.472,non-poultry,6
FL,suwannee county,10,67.6,12121,30.1956,-82.9915,wild bird,1
GA,forsyth county,10,58.2,13117,34.2255,-84.1251,wild bird,2
GA,gwinnett county,10,59.2,13135,33.9617,-84.0236,wild bird,1
GA,jenkins county,10,63.1,13165,32.7925,-81.9635,wild bird,4
GA,lamar county,10,60.6,13171,33.0765,-84.1394,wild bird,1
GA,lee county,10,64.3,13177,31.7795,-84.1411,wild bird,3
GA,oconee county,10,60.2,13219,33.8349,-83.4371,wild bird,1
GA,peach county,10,62.2,13225,32.5688,-83.8269,wild bird,1
GA,wilkes county,10,60.8,13317,33.7819,-82.7432,wild bird,2
ID,jefferson county,10,46.8,16051,43.8201,-112.3113,wild bird,15
ID,valley county,10,44.1,16085,44.7666,-115.5663,non-poultry,20
IL,cook county,10,52.5,17031,41.8401,-87.8168,wild bird,1
IL,williamson county,10,56.0,17199,37.7303,-88.9299,wild bird,1
IN,lake county,10,52.2,18089,41.4167,-87.3821,wild bird,1
IA,bremer county,10,49.1,19017,42.7746,-92.318,wild bird,1
IA,clay county,10,49.5,19041,43.0826,-95.1509,wild bird,5
IA,dallas county,10,51.6,19049,41.6849,-94.0398,non-poultry,50
IA,dickinson county,10,49.1,19059,43.378,-95.1508,wild bird,7
IA,guthrie county,10,50.7,19077,41.6838,-94.5011,wild bird,69
IA,jackson county,10,50.1,19097,42.1717,-90.5742,wild bird,2
IA,louisa county,10,51.8,19115,41.2185,-91.2596,wild bird,2
IA,marion county,10,51.3,19125,41.3344,-93.0994,wild bird,8
IA,monroe county,10,51.6,19135,41.0298,-92.869,wild bird,1
IA,scott county,10,52.0,19163,41.6371,-90.6233,wild bird,1
IA,woodbury county,10,51.0,19193,42.3897,-96.0448,wild bird,3
IA,wright county,10,48.8,19197,42.7331,-93.7351,poultry,1100000
KS,johnson county,10,58.1,20091,38.8838,-94.8223,poultry,6
KS,johnson county,10,58.1,20091,38.8838,-94.8223,wild bird,1
KS,mcpherson county,10,58.8,20113,38.3917,-97.648,wild bird,1
KS,neosho county,10,59.9,20133,37.5585,-95.3068,poultry,2000
KS,reno county,10,58.9,20155,37.9529,-98.086,captive wild bird,1
KS,shawnee county,10,58.0,20177,39.0415,-95.7565,poultry,120
KY,fayette county,10,54.8,21067,38.0423,-84.4587,poultry,150
KY,jefferson county,10,56.0,21111,38.1872,-85.6591,wild bird,3
KY,logan county,10,57.0,21141,36.8597,-86.8789,non-poultry,190
LA,cameron parish,10,68.4,22023,29.8754,-93.1937,wild bird,19
LA,catahoula parish,10,65.1,22025,31.6662,-91.847,captive wild bird,2
LA,jefferson davis parish,10,67.1,22053,30.2677,-92.8141,wild bird,3
ME,penobscot county,10,50.0,23019,45.4006,-68.6495,wild bird,1
MD,anne arundel county,10,56.4,24003,39.0065,-76.6051,wild bird,1
MA,berkshire county,10,49.2,25003,42.3707,-73.2064,wild bird,5
MI,allegan county,10,50.4,26005,42.5913,-85.8884,wild bird,1
MI,bay county,10,49.9,26017,43.7074,-83.9921,wild bird,6
MI,delta county,10,46.0,26041,45.9192,-86.9241,wild bird,1
MI,genesee county,10,50.7,26049,43.0217,-83.7067,non-poultry,20
MI,grand traverse county,10,48.3,26055,44.6688,-85.5605,captive wild bird,1
MI,grand traverse county,10,48.3,26055,44.6688,-85.5605,wild bird,1
MI,lapeer county,10,50.3,26087,43.0901,-83.2218,poultry,140
MI,midland county,10,49.8,26111,43.6468,-84.3881,wild bird,1
MI,st. clair county,10,52.0,26147,42.9341,-82.6806,wild bird,5
MI,tuscola county,10,49.9,26157,43.4641,-83.4167,poultry,140
MN,aitkin county,10,46.0,27001,46.6083,-93.4154,wild bird,1
MN,anoka county,10,49.2,27003,45.2733,-93.2465,wild bird,1
MN,big stone county,10,49.3,27011,45.4261,-96.4109,captive wild bird,1
MN,big stone county,10,49.3,27011,45.4261,-96.4109,wild bird,7
MN,blue earth county,10,49.2,27013,44.0346,-94.067,captive wild bird,1
MN,carlton county,10,45.3,27017,46.5924,-92.677,wild bird,3
MN,cass county,10,46.6,27021,46.9496,-94.3254,wild bird,1
MN,chisago county,10,48.5,27025,45.5025,-92.9084,wild bird,2
MN,hennepin county,10,50.1,27053,45.0045,-93.477,captive wild bird,4
MN,hennepin county,10,50.1,27053,45.0045,-93.477,wild bird,10
MN,itasca county,10,45.3,27061,47.5095,-93.6319,non-poultry,40
MN,kanabec county,10,48.0,27065,45.9452,-93.2934,wild bird,2
MN,le sueur county,10,49.3,27079,44.3714,-93.7301,poultry,20100
MN,mcleod county,10,49.3,27085,44.8236,-94.2724,captive wild bird,1
MN,marshall county,10,46.1,27089,48.3581,-96.3685,wild bird,52
MN,pope county,10,48.6,27121,45.586,-95.4445,non-poultry,30
MN,ramsey county,10,50.0,27123,45.0171,-93.0996,captive wild bird,5
MN,roseau county,10,45.8,27135,48.7751,-95.8108,wild bird,2
MN,st. louis county,10,44.0,27137,47.6032,-92.4707,wild bird,1
MN,scott county,10,50.2,27139,44.6485,-93.5359,captive wild bird,2
MN,scott county,10,50.2,27139,44.6485,-93.5359,wild bird,3
MN,stearns county,10,48.6,27145,45.5521,-94.613,poultry,75000
MN,stearns county,10,48.6,27145,45.5521,-94.613,wild bird,8
MN,swift county,10,49.4,27151,45.2827,-95.6815,poultry,79400
MN,washington county,10,49.5,27163,45.0388,-92.8838,captive wild bird,1
MN,wright county,10,49.1,27171,45.1739,-93.9631,wild bird,12
MO,chariton county,10,54.4,29041,39.5151,-92.9626,wild bird,18
MO,jackson county,10,57.5,29095,39.0085,-94.3461,non-poultry,40
MO,st. charles county,10,55.7,29183,38.782,-90.6749,wild bird,2
MO,st. louis county,10,56.3,29189,38.6407,-90.4434,wild bird,1
MT,gallatin county,10,43.8,30031,45.5404,-111.1704,wild bird,3
MT,glacier county,10,46.8,30035,48.7051,-112.9948,non-poultry,1100
MT,hill county,10,47.7,30041,48.6282,-110.1112,non-poultry,60
MT,hill county,10,47.7,30041,48.6282,-110.1112,wild bird,1
MT,lake county,10,47.7,30047,47.6459,-114.0894,wild bird,14
MT,ravalli county,10,44.8,30081,46.0817,-114.1207,wild bird,1
MT,teton county,10,47.2,30099,47.8372,-112.2406,wild bird,11
NE,box butte county,10,48.9,31013,42.2198,-103.0857,non-poultry,100
NE,douglas county,10,54.0,31055,41.2954,-96.1543,wild bird,1
NE,york county,10,54.6,31185,40.8727,-97.5971,poultry,174400
NV,clark county,10,68.3,32003,36.2152,-115.0135,wild bird,2
NV,elko county,10,48.6,32007,41.1458,-115.3577,wild bird,3
NV,lyon county,10,54.4,32019,39.0206,-119.189,wild bird,6
NV,nye county,10,55.6,32023,38.0424,-116.472,poultry,1600
NV,washoe county,10,54.4,32031,40.6656,-119.6643,wild bird,3
NV,carson city,10,55.2,32510,39.1511,-119.7476,wild bird,1
NJ,ocean county,10,54.7,34029,39.8855,-74.2813,non-poultry,90
NJ,ocean county,10,54.7,34029,39.8855,-74.2813,wild bird,3
NJ,sussex county,10,50.4,34037,41.1393,-74.6908,wild bird,11
NJ,warren county,10,51.2,34041,40.8572,-74.9973,non-poultry,6
NJ,warren county,10,51.2,34041,40.8572,-74.9973,wild bird,1
NM,bernalillo county,10,52.8,35001,35.0514,-106.6702,captive wild bird,1
NM,bernalillo county,10,52.8,35001,35.0514,-106.6702,non-poultry,40
NY,albany county,10,50.7,36001,42.6002,-73.9736,wild bird,5
NY,columbia county,10,51.4,36021,42.2501,-73.6318,wild bird,2
NY,dutchess county,10,52.2,36027,41.7651,-73.7429,wild bird,2
NY,genesee county,10,49.9,36037,43.0009,-78.1937,wild bird,21
NY,madison county,10,48.6,36053,42.9128,-75.6697,wild bird,1
NY,nassau county,10,56.3,36059,40.7328,-73.5865,wild bird,2
NY,onondaga county,10,50.2,36067,43.0058,-76.1946,captive wild bird,1
NY,orange county,10,51.3,36071,41.4021,-74.3056,wild bird,2
NY,steuben county,10,48.3,36101,42.2678,-77.3838,wild bird,1
NY,westchester county,10,54.2,36119,41.1624,-73.7561,wild bird,1
NY,yates county,10,49.9,36123,42.6335,-77.1055,wild bird,18
NC,wake county,10,58.4,37183,35.7903,-78.6503,captive wild bird,2
NC,wake county,10,58.4,37183,35.7903,-78.6503,non-poultry,170
ND,benson county,10,45.2,38005,48.0694,-99.366,wild bird,1
ND,burleigh county,10,46.1,38015,46.9775,-100.4687,wild bird,4
ND,logan county,10,45.3,38047,46.4573,-99.4774,wild bird,6
ND,mckenzie county,10,46.6,38053,47.7402,-103.3953,wild bird,1
ND,ramsey county,10,45.0,38071,48.2689,-98.7201,wild bird,4
ND,stutsman county,10,46.2,38093,46.9793,-98.9588,wild bird,5
ND,traill county,10,45.8,38097,47.4542,-97.1616,non-poultry,90
OH,cuyahoga county,10,53.0,39035,41.4243,-81.6586,wild bird,3
OH,franklin county,10,53.0,39049,39.9695,-83.0093,captive wild bird,1
OH,ottawa county,10,53.8,39123,41.5379,-83.1434,wild bird,43
OH,portage county,10,51.2,39133,41.1677,-81.1974,non-poultry,50
OK,cleveland county,10,62.6,40027,35.2031,-97.3265,non-poultry,30
OK,creek county,10,62.0,40037,35.9026,-96.3708,non-poultry,50
OK,oklahoma county,10,62.6,40109,35.5515,-97.4072,wild bird,2
OK,payne county,10,62.2,40119,36.0773,-96.9756,wild bird,3
OK,tillman county,10,64.7,40141,34.3728,-98.9242,wild bird,4
OK,tulsa county,10,62.1,40143,36.1211,-95.9415,non-poultry,30
OR,benton county,10,58.2,41003,44.4918,-123.4293,wild bird,1
OR,clackamas county,10,56.2,41005,45.188,-122.2209,wild bird,1
OR,clatsop county,10,56.7,41007,45.9949,-123.6557,wild bird,6
OR,jackson county,10,58.2,41029,42.4322,-122.7285,wild bird,3
OR,josephine county,10,59.6,41033,42.3655,-123.5555,wild bird,2
OR,klamath county,10,52.5,41035,42.6863,-121.6501,wild bird,2
OR,lane county,10,56.8,41039,43.9387,-122.8479,wild bird,2
OR,malheur county,10,52.8,41045,43.1934,-117.6231,wild bird,1
OR,marion county,10,56.9,41047,44.9033,-122.5846,wild bird,3
OR,morrow county,10,56.0,41049,45.419,-119.5844,wild bird,35
OR,multnomah county,10,58.3,41051,45.5468,-122.4148,wild bird,1
OR,tillamook county,10,57.7,41057,45.4637,-123.7127,wild bird,1
OR,wallowa county,10,48.9,41063,45.5799,-117.1811,wild bird,1
OR,washington county,10,58.4,41067,45.5601,-123.0983,wild bird,3
PA,adams county,10,51.8,42001,39.8715,-77.2179,poultry,17900
PA,berks county,10,51.4,42011,40.4163,-75.926,non-poultry,10
PA,berks county,10,51.4,42011,40.4163,-75.926,wild bird,1
PA,dauphin county,10,51.9,42043,40.4154,-76.7795,captive wild bird,4
PA,mercer county,10,49.3,42085,41.3022,-80.2577,wild bird,1
PA,monroe county,10,48.4,42089,41.0581,-75.3395,non-poultry,40
PA,montgomery county,10,53.3,42091,40.2108,-75.3673,wild bird,1
PA,northampton county,10,51.4,42095,40.7542,-75.3076,wild bird,1
PA,westmoreland county,10,49.8,42129,40.3109,-79.4668,non-poultry,160
RI,kent county,10,54.1,44003,41.6721,-71.5931,wild bird,1
RI,newport county,10,55.8,44005,41.5566,-71.2365,non-poultry,60
RI,providence county,10,53.6,44007,41.8721,-71.58,wild bird,1
SC,laurens county,10,59.0,45059,34.4834,-82.0057,captive wild bird,1
SD,beadle county,10,49.3,46005,44.4145,-98.2781,poultry,71400
SD,beadle county,10,49.3,46005,44.4145,-98.2781,wild bird,1
SD,brule county,10,51.2,46015,43.7181,-99.0809,poultry,500
SD,grant county,10,48.6,46051,45.1719,-96.7677,non-poultry,50
SD,gregory county,10,51.9,46053,43.1924,-99.1856,poultry,200
SD,hamlin county,10,47.1,46057,44.6738,-97.1883,non-poultry,20
SD,pennington county,10,49.0,46103,44.0037,-102.8238,wild bird,2
SD,roberts county,10,48.4,46109,45.6296,-96.9461,poultry,3600
SD,spink county,10,48.9,46115,44.938,-98.3462,non-poultry,160
TN,tipton county,10,60.2,47167,35.4973,-89.7566,non-poultry,90
TX,chambers county,10,70.1,48071,29.7384,-94.6101,wild bird,29
TX,el paso county,10,63.8,48141,31.7686,-106.2348,captive wild bird,1
TX,freestone county,10,67.1,48161,31.7049,-96.1491,wild bird,29
TX,hale county,10,59.6,48189,34.0705,-101.8269,wild bird,9
TX,red river county,10,64.0,48387,33.6207,-95.0503,wild bird,18
TX,rockwall county,10,66.7,48397,32.8978,-96.4079,non-poultry,50
TX,smith county,10,65.0,48423,32.375,-95.2692,wild bird,1
TX,taylor county,10,66.3,48441,32.3015,-99.8902,wild bird,2
UT,cache county,10,47.2,49005,41.7224,-111.7436,non-poultry,320
UT,salt lake county,10,52.0,49035,40.6673,-111.9236,wild bird,10
UT,sanpete county,10,46.9,49039,39.3739,-111.5763,poultry,332500
UT,utah county,10,49.3,49049,40.1199,-111.6703,wild bird,1
UT,weber county,10,50.1,49057,41.2698,-111.9134,wild bird,1
VA,chesterfield county,10,56.2,51041,37.3785,-77.587,wild bird,3
VA,pittsylvania county,10,54.7,51143,36.8213,-79.3971,wild bird,1
VA,southampton county,10,57.7,51175,36.7204,-77.1061,non-poultry,170
VA,hampton city,10,58.9,51650,37.0551,-76.363,non-poultry,40
VA,virginia beach city,10,59.8,51810,36.7335,-76.0435,non-poultry,10
WA,grant county,10,56.6,53025,47.2057,-119.4517,wild bird,1
WA,pacific county,10,55.8,53049,46.5557,-123.7041,wild bird,1
WA,walla walla county,10,57.3,53071,46.2298,-118.4784,wild bird,2
WI,buffalo county,10,48.8,55011,44.3798,-91.7545,wild bird,2
WI,burnett county,10,47.1,55013,45.8627,-92.3676,wild bird,27
WI,calumet county,10,48.4,55015,44.0816,-88.2181,wild bird,1
WI,columbia county,10,48.8,55021,43.4666,-89.3337,wild bird,2
WI,forest county,10,44.0,55041,45.6673,-88.7704,wild bird,1
WI,marathon county,10,46.2,55073,44.8983,-89.7591,wild bird,1
WI,marinette county,10,45.9,55075,45.3833,-88.0337,wild bird,1
WI,milwaukee county,10,50.6,55079,43.0072,-87.9669,wild bird,1
WI,st. croix county,10,48.2,55109,45.034,-92.4526,non-poultry,20
WI,sheboygan county,10,48.2,55117,43.7212,-87.9454,wild bird,1
WY,albany county,10,43.2,56001,41.6544,-105.7239,wild bird,4
WY,big horn county,10,46.2,56003,44.5267,-107.9952,wild bird,1
WY,campbell county,10,47.4,56005,44.2483,-105.5483,wild bird,1
WY,converse county,10,46.6,56009,42.9724,-105.5071,wild bird,1
WY,fremont county,10,43.6,56013,43.0405,-108.6304,non-poultry,30
WY,johnson county,10,46.2,56019,44.0388,-106.5847,wild bird,1
WY,laramie county,10,48.0,56021,41.3071,-104.6896,wild bird,1
WY,park county,10,42.5,56029,44.5205,-109.5879,wild bird,3
WY,sheridan county,10,46.0,56033,44.79,-106.8793,wild bird,3
WY,teton county,10,39.0,56039,43.9347,-110.5898,wild bird,1
AK,anchorage municipality,10,31.7,2020,61.1508,-149.1091,wild bird,1
AK,juneau city and borough,10,37.8,2110,58.4546,-134.1739,wild bird,16
AK,matanuska-susitna borough,10,28.7,2170,62.3155,-149.5728,non-poultry,40
AK,matanuska-susitna borough,10,28.7,2170,62.3155,-149.5728,poultry,1010
AK,nome census area,10,29.4,2180,64.9111,-164.0273,wild bird,1
AK,north slope borough,10,18.8,2185,69.3122,-153.4811,wild bird,3
AK,southeast fairbanks census area,10,24.7,2240,63.8762,-143.213,wild bird,2
AL,elmore county,11,55.7,1051,32.5966,-86.1491,wild bird,2
AL,montgomery county,11,56.7,1101,32.2203,-86.2076,wild bird,16
AZ,maricopa county,11,55.6,4013,33.349,-112.4915,captive wild bird,2
AZ,maricopa county,11,55.6,4013,33.349,-112.4915,wild bird,1
AZ,yavapai county,11,45.6,4025,34.5998,-112.5537,non-poultry,80
AR,jefferson county,11,51.2,5069,34.2683,-91.9304,wild bird,1
CA,butte county,11,48.6,6007,39.6669,-121.6007,wild bird,3
CA,contra costa county,11,51.6,6013,37.9191,-121.9277,wild bird,2
CA,fresno county,11,44.0,6019,36.7582,-119.6493,captive wild bird,2
CA,fresno county,11,44.0,6019,36.7582,-119.6493,poultry,34700
CA,fresno county,11,44.0,6019,36.7582,-119.6493,wild bird,8
CA,glenn county,11,48.8,6021,39.5983,-122.3921,wild bird,1
CA,humboldt county,11,44.6,6023,40.6993,-123.8756,wild bird,3
CA,kern county,11,48.8,6029,35.3426,-118.7301,wild bird,1
CA,los angeles county,11,52.8,6037,34.3209,-118.2247,wild bird,9
CA,merced county,11,50.9,6047,37.1919,-120.7177,wild bird,3
CA,napa county,11,49.8,6055,38.5065,-122.3305,wild bird,1
CA,riverside county,11,56.0,6065,33.7437,-115.9938,wild bird,1
CA,sacramento county,11,51.1,6067,38.4493,-121.3443,wild bird,1
CA,san bernardino county,11,51.6,6071,34.8414,-116.1785,wild bird,2
CA,san diego county,11,54.0,6073,33.0343,-116.735,captive wild bird,10
CA,san diego county,11,54.0,6073,33.0343,-116.735,poultry,150
CA,san diego county,11,54.0,6073,33.0343,-116.735,wild bird,2
CA,san francisco county,11,52.4,6075,37.7558,-122.4449,wild bird,1
CA,san mateo county,11,51.2,6081,37.4229,-122.329,captive wild bird,1
CA,shasta county,11,42.4,6089,40.7637,-122.0405,wild bird,1
CA,siskiyou county,11,36.3,6093,41.5927,-122.5404,wild bird,2
CA,ventura county,11,50.2,6111,34.4561,-119.0836,wild bird,2
CA,yolo county,11,50.5,6113,38.6866,-121.9016,wild bird,2
CO,boulder county,11,30.9,8013,40.0925,-105.3577,captive wild bird,2
CO,denver county,11,35.6,8031,39.762,-104.8758,captive wild bird,1
CO,larimer county,11,27.8,8069,40.6664,-105.4612,captive wild bird,4
CO,larimer county,11,27.8,8069,40.6664,-105.4612,wild bird,1
CO,morgan county,11,34.6,8087,40.2628,-103.8098,wild bird,1
CO,sedgwick county,11,34.3,8115,40.8759,-102.3518,wild bird,1
FL,brevard county,11,73.0,12009,28.2936,-80.7323,wild bird,9
FL,broward county,11,77.0,12011,26.1523,-80.4871,non-poultry,100
FL,broward county,11,77.0,12011,26.1523,-80.4871,wild bird,4
FL,duval county,11,66.9,12031,30.3316,-81.6708,non-poultry,30
FL,duval county,11,66.9,12031,30.3316,-81.6708,wild bird,4
FL,hillsborough county,11,71.5,12057,27.9292,-82.3092,non-poultry,100
FL,jackson county,11,61.4,12063,30.7954,-85.2155,wild bird,2
FL,leon county,11,63.7,12073,30.458,-84.2779,wild bird,3
FL,orange county,11,72.3,12095,28.5144,-81.3235,wild bird,2
FL,palm beach county,11,76.3,12099,26.6476,-80.4655,wild bird,2
FL,pasco county,11,70.2,12101,28.3091,-82.3932,captive wild bird,1
FL,polk county,11,72.1,12105,27.9489,-81.6977,captive wild bird,1
FL,st. johns county,11,69.1,12109,29.9016,-81.4407,wild bird,2
FL,sarasota county,11,72.0,12115,27.1845,-82.3315,wild bird,2
FL,seminole county,11,72.2,12117,28.717,-81.2363,poultry,100
FL,wakulla county,11,64.4,12129,30.1673,-84.4007,wild bird,2
