state,county,month.index,avg.temp,fips,lat,lng,type,cases
MI,otsego county,6,62.9,26137,45.0214,-84.599,wild bird,1
MI,ottawa county,6,67.5,26139,42.9598,-85.9961,wild bird,1
MI,roscommon county,6,64.1,26143,44.3356,-84.6116,wild bird,3
MI,saginaw county,6,68.3,26145,43.335,-84.0532,wild bird,2
MI,wayne county,6,70.6,26163,42.2819,-83.2822,wild bird,1
MN,anoka county,6,69.2,27003,45.2733,-93.2465,captive wild bird,1
MN,carver county,6,70.2,27019,44.8207,-93.8026,captive wild bird,1
MN,cass county,6,64.6,27021,46.9496,-94.3254,wild bird,14
MN,cook county,6,57.2,27031,47.9026,-90.5351,wild bird,1
MN,crow wing county,6,65.9,27035,46.4824,-94.0709,captive wild bird,2
MN,hennepin county,6,70.4,27053,45.0045,-93.477,captive wild bird,1
MN,houston county,6,68.4,27055,43.6714,-91.4929,captive wild bird,1
MN,hubbard county,6,64.5,27057,47.1086,-94.9167,captive wild bird,1
MN,nicollet county,6,71.0,27103,44.3499,-94.2474,wild bird,1
MN,roseau county,6,63.6,27135,48.7751,-95.8108,captive wild bird,1
MN,wright county,6,69.6,27171,45.1739,-93.9631,captive wild bird,1
MN,wright county,6,69.6,27171,45.1739,-93.9631,wild bird,3
MT,gallatin county,6,54.2,30031,45.5404,-111.1704,wild bird,1
MT,missoula county,6,54.2,30063,47.0365,-113.9237,wild bird,1
MT,ravalli county,6,52.6,30081,46.0817,-114.1207,wild bird,2
NY,chautauqua county,6,65.5,36013,42.2281,-79.3663,wild bird,1
NY,franklin county,6,61.5,36033,44.5929,-74.3038,wild bird,1
NY,jefferson county,6,64.0,36045,44.0495,-75.9208,wild bird,1
NY,livingston county,6,66.3,36051,42.7281,-77.7755,wild bird,1
NY,orange county,6,66.0,36071,41.4021,-74.3056,wild bird,1
NY,rensselaer county,6,65.2,36083,42.7111,-73.5097,wild bird,1
NY,st. lawrence county,6,63.0,36089,44.4964,-75.069,wild bird,3
NY,saratoga county,6,64.9,36091,43.1074,-73.8639,wild bird,1
NY,suffolk county,6,67.5,36103,40.8686,-72.8448,wild bird,1
ND,benson county,6,65.0,38005,48.0694,-99.366,wild bird,1
ND,mchenry county,6,64.9,38049,48.2346,-100.6363,poultry,30
ND,stutsman county,6,66.0,38093,46.9793,-98.9588,wild bird,2
OR,harney county,6,58.9,41025,43.0641,-118.9679,wild bird,1
OR,lane county,6,57.8,41039,43.9387,-122.8479,wild bird,1
OR,marion county,6,58.7,41047,44.9033,-122.5846,wild bird,3
OR,polk county,6,60.2,41053,44.9035,-123.4132,non-poultry,90
OR,umatilla county,6,60.1,41059,45.5919,-118.7369,wild bird,1
OR,union county,6,55.0,41061,45.3102,-118.0088,wild bird,1
PA,berks county,6,69.3,42011,40.4163,-75.926,poultry,30100
PA,crawford county,6,65.7,42039,41.6847,-80.1062,wild bird,1
PA,dauphin county,6,70.1,42043,40.4154,-76.7795,wild bird,7
PA,delaware county,6,71.5,42045,39.9167,-75.3991,wild bird,1
PA,montgomery county,6,70.7,42091,40.2108,-75.3673,wild bird,2
UT,salt lake county,6,67.3,49035,40.6673,-111.9236,non-poultry,70
UT,salt lake county,6,67.3,49035,40.6673,-111.9236,wild bird,10
UT,weber county,6,62.8,49057,41.2698,-111.9134,wild bird,5
VT,addison county,6,62.2,50001,44.0308,-73.1409,wild bird,1
VT,bennington county,6,61.0,50003,43.0354,-73.093,wild bird,1
VT,essex county,6,58.8,50009,44.7275,-71.7359,wild bird,1
VT,washington county,6,60.3,50023,44.2734,-72.6148,wild bird,1
WA,benton county,6,65.8,53005,46.2398,-119.5112,wild bird,3
WA,franklin county,6,65.4,53021,46.5347,-118.8989,wild bird,1
WA,king county,6,55.9,53033,47.4902,-121.8052,non-poultry,12
WA,king county,6,55.9,53033,47.4902,-121.8052,poultry,50
WA,king county,6,55.9,53033,47.4902,-121.8052,wild bird,12
WA,pierce county,6,55.1,53053,47.0241,-122.1046,non-poultry,50
WA,pierce county,6,55.1,53053,47.0241,-122.1046,wild bird,1
WA,snohomish county,6,55.0,53061,48.0475,-121.6975,non-poultry,269
WA,snohomish county,6,55.0,53061,48.0475,-121.6975,wild bird,1
WA,whatcom county,6,53.7,53073,48.8258,-121.7196,wild bird,1
WA,yakima county,6,57.8,53077,46.457,-120.7385,non-poultry,196
WA,yakima county,6,57.8,53077,46.457,-120.7385,wild bird,3
WI,calumet county,6,66.6,55015,44.0816,-88.2181,wild bird,1
WI,dodge county,6,66.8,55027,43.4163,-88.7075,wild bird,2
WI,door county,6,62.8,55029,44.9473,-87.3135,wild bird,14
WI,milwaukee county,6,68.4,55079,43.0072,-87.9669,wild bird,1
WY,sublette county,6,51.4,56035,42.7669,-109.9147,wild bird,3
WY,teton county,6,49.4,56039,43.9347,-110.5898,wild bird,1
AK,aleutians east borough,6,48.4,2013,55.3665,-161.9813,wild bird,2
AK,aleutians west census area,6,45.5,2016,52.798,-106.6061,wild bird,1
AK,anchorage municipality,6,52.1,2020,61.1508,-149.1091,wild bird,2
AK,bethel census area,6,55.9,2050,60.9131,-159.8186,wild bird,9
AK,chugach census area,6,49.9,2063,60.7228,-145.7754,wild bird,1
AK,copper river census area,6,49.1,2066,61.8834,-143.968,wild bird,2
AK,kusilvak census area,6,55.0,2158,62.155,-163.3826,wild bird,3
AK,matanuska-susitna borough,6,52.4,2170,62.3155,-149.5728,wild bird,3
AK,sitka city and borough,6,52.6,2220,57.2401,-135.3152,wild bird,5
CA,colusa county,7,79.0,6011,39.1775,-122.237,wild bird,3
CA,glenn county,7,79.0,6021,39.5983,-122.3921,wild bird,4
CA,sacramento county,7,77.7,6067,38.4493,-121.3443,wild bird,1
CA,solano county,7,73.3,6095,38.27,-121.9329,wild bird,3
CA,sonoma county,7,66.0,6097,38.5289,-122.8881,wild bird,5
FL,alachua county,7,82.3,12001,29.6748,-82.3577,wild bird,1
FL,brevard county,7,82.7,12009,28.2936,-80.7323,wild bird,35
FL,broward county,7,83.8,12011,26.1523,-80.4871,wild bird,1
FL,orange county,7,84.3,12095,28.5144,-81.3235,wild bird,1
FL,seminole county,7,84.0,12117,28.717,-81.2363,non-poultry,160
FL,volusia county,7,83.5,12127,29.0583,-81.1819,wild bird,2
GA,dougherty county,7,81.9,13095,31.5334,-84.2163,wild bird,1
ID,ada county,7,78.8,16001,43.4511,-116.2412,wild bird,2
IL,carroll county,7,73.0,17015,42.0688,-89.9343,wild bird,2
IN,marion county,7,76.6,18097,39.7817,-86.1385,wild bird,1
IA,clinton county,7,74.3,19045,41.898,-90.532,wild bird,2
KY,mclean county,7,80.3,21149,37.5292,-87.2636,wild bird,1
ME,hancock county,7,70.1,23009,44.6643,-68.3585,wild bird,16
ME,knox county,7,69.9,23013,44.141,-69.1686,wild bird,3
ME,sagadahoc county,7,71.1,23023,43.9598,-69.8546,wild bird,2
ME,waldo county,7,70.1,23027,44.5028,-69.1454,captive wild bird,2
ME,washington county,7,69.2,23029,45.0307,-67.6287,wild bird,2
ME,york county,7,71.7,23031,43.4782,-70.7144,wild bird,2
MA,barnstable county,7,74.0,25001,41.7244,-70.2904,wild bird,8
MA,essex county,7,74.3,25009,42.6732,-70.952,wild bird,17
MA,plymouth county,7,75.8,25023,41.9512,-70.8114,captive wild bird,1
MA,plymouth county,7,75.8,25023,41.9512,-70.8114,wild bird,1
MA,suffolk county,7,76.3,25025,42.3334,-71.0719,wild bird,1
MI,branch county,7,71.7,26023,41.9161,-85.059,wild bird,1
MI,cass county,7,72.3,26027,41.9154,-85.9935,wild bird,1
MI,grand traverse county,7,69.6,26055,44.6688,-85.5605,wild bird,1
MN,marshall county,7,69.0,27089,48.3581,-96.3685,wild bird,1
MN,mille lacs county,7,70.0,27095,45.938,-93.6301,captive wild bird,1
MN,ramsey county,7,73.9,27123,45.0171,-93.0996,captive wild bird,1
MT,flathead county,7,63.9,30029,48.2951,-114.0497,non-poultry,7
MT,flathead county,7,63.9,30029,48.2951,-114.0497,wild bird,1
NV,carson city,7,72.8,32510,39.1511,-119.7476,non-poultry,40
NH,grafton county,7,66.8,33009,43.9407,-71.8208,wild bird,1
NH,rockingham county,7,73.1,33015,42.9876,-71.1254,wild bird,4
NJ,salem county,7,78.9,34033,39.5876,-75.3491,wild bird,1
NY,dutchess county,7,75.4,36027,41.7651,-73.7429,wild bird,1
NY,jefferson county,7,69.6,36045,44.0495,-75.9208,wild bird,2
NY,oneida county,7,69.0,36065,43.2417,-75.4358,wild bird,2
NY,onondaga county,7,71.0,36067,43.0058,-76.1946,wild bird,1
NY,seneca county,7,71.4,36099,42.781,-76.8238,wild bird,1
OR,benton county,7,68.6,41003,44.4918,-123.4293,wild bird,3
OR,clackamas county,7,66.9,41005,45.188,-122.2209,wild bird,2
OR,coos county,7,64.6,41011,43.1742,-124.0594,non-poultry,20
OR,deschutes county,7,67.0,41017,43.915,-121.2282,non-poultry,210
OR,deschutes county,7,67.0,41017,43.915,-121.2282,poultry,320
OR,deschutes county,7,67.0,41017,43.915,-121.2282,wild bird,2
OR,klamath county,7,67.1,41035,42.6863,-121.6501,wild bird,1
OR,lane county,7,67.2,41039,43.9387,-122.8479,wild bird,2
OR,linn county,7,67.2,41043,44.4887,-122.5344,non-poultry,40
OR,multnomah county,7,69.4,41051,45.5468,-122.4148,wild bird,3
PA,butler county,7,72.2,42019,40.912,-79.9133,wild bird,1
PA,columbia county,7,73.2,42037,41.0486,-76.4052,wild bird,1
PA,crawford county,7,69.8,42039,41.6847,-80.1062,wild bird,2
PA,dauphin county,7,75.9,42043,40.4154,-76.7795,wild bird,1
PA,erie county,7,70.1,42049,41.9925,-80.0327,wild bird,2
PA,franklin county,7,75.1,42055,39.9274,-77.7213,wild bird,1
PA,lancaster county,7,76.8,42071,40.0424,-76.2477,wild bird,1
PA,montgomery county,7,78.5,42091,40.2108,-75.3673,wild bird,3
PA,york county,7,76.5,42133,39.92,-76.7265,wild bird,1
RI,washington county,7,74.0,44009,41.4697,-71.6225,wild bird,1
UT,salt lake county,7,77.3,49035,40.6673,-111.9236,non-poultry,20
UT,salt lake county,7,77.3,49035,40.6673,-111.9236,wild bird,5
UT,sanpete county,7,70.0,49039,39.3739,-111.5763,poultry,51500
UT,weber county,7,73.7,49057,41.2698,-111.9134,wild bird,1
VA,loudoun county,7,76.9,51107,39.0907,-77.6357,wild bird,3
WA,island county,7,64.8,53029,48.163,-122.5481,wild bird,1
WA,jefferson county,7,60.6,53031,47.7487,-123.596,non-poultry,100
WA,king county,7,64.7,53033,47.4902,-121.8052,poultry,220
WA,kitsap county,7,67.4,53035,47.613,-122.6716,non-poultry,6
WA,snohomish county,7,63.4,53061,48.0475,-121.6975,poultry,340
WA,yakima county,7,69.5,53077,46.457,-120.7385,wild bird,1
AK,bethel census area,7,54.2,2050,60.9131,-159.8186,wild bird,3
AK,nome census area,7,51.6,2180,64.9111,-164.0273,wild bird,1
AK,north slope borough,7,48.8,2185,69.3122,-153.4811,wild bird,7
AK,northwest arctic borough,7,53.3,2188,67.053,-159.721,wild bird,1
CA,butte county,8,80.0,6007,39.6669,-121.6007,non-poultry,1100
CA,butte county,8,80.0,6007,39.6669,-121.6007,wild bird,2
CA,colusa county,8,80.0,6011,39.1775,-122.237,wild bird,1
CA,contra costa county,8,74.4,6013,37.9191,-121.9277,non-poultry,60
CA,fresno county,8,76.5,6019,36.7582,-119.6493,poultry,68700
CA,mendocino county,8,71.1,6045,39.4402,-123.3915,wild bird,1
CA,napa county,8,74.5,6055,38.5065,-122.3305,wild bird,1
CA,placer county,8,73.8,6061,39.0634,-120.7177,wild bird,1
CA,plumas county,8,69.2,6063,40.0047,-120.8386,wild bird,1
CA,sacramento county,8,79.5,6067,38.4493,-121.3443,non-poultry,40
CA,sacramento county,8,79.5,6067,38.4493,-121.3443,poultry,97000
CA,sacramento county,8,79.5,6067,38.4493,-121.3443,wild bird,3
CA,santa clara county,8,73.0,6085,37.2318,-121.6951,wild bird,3
CA,siskiyou county,8,71.8,6093,41.5927,-122.5404,wild bird,1
CA,solano county,8,75.6,6095,38.27,-121.9329,captive wild bird,1
CA,sonoma county,8,69.0,6097,38.5289,-122.8881,wild bird,3
CA,stanislaus county,8,79.1,6099,37.5591,-120.9977,wild bird,4
CA,tuolumne county,8,70.7,6109,38.0276,-119.9548,poultry,260100
CA,yolo county,8,79.0,6113,38.6866,-121.9016,wild bird,1
CO,mesa county,8,70.3,8077,39.0183,-108.4665,wild bird,1
FL,brevard county,8,82.8,12009,28.2936,-80.7323,wild bird,29
FL,orange county,8,83.8,12095,28.5144,-81.3235,wild bird,15
FL,osceola county,8,83.8,12097,28.0626,-81.1495,non-poultry,10
FL,seminole county,8,83.6,12117,28.717,-81.2363,captive wild bird,1
FL,seminole county,8,83.6,12117,28.717,-81.2363,wild bird,1
GA,henry county,8,79.8,13151,33.453,-84.1542,non-poultry,80
GA,henry county,8,79.8,13151,33.453,-84.1542,wild bird,2
GA,tattnall county,8,81.3,13267,32.0458,-82.0582,wild bird,1
ME,hancock county,8,69.4,23009,44.6643,-68.3585,wild bird,1
ME,washington county,8,68.1,23029,45.0307,-67.6287,wild bird,1
ME,york county,8,71.5,23031,43.4782,-70.7144,wild bird,1
MD,harford county,8,77.4,24025,39.5611,-76.3171,wild bird,1
MA,barnstable county,8,73.9,25001,41.7244,-70.2904,captive wild bird,1
MA,essex county,8,74.2,25009,42.6732,-70.952,captive wild bird,1
MI,delta county,8,65.5,26041,45.9192,-86.9241,wild bird,1
MI,ingham county,8,70.4,26065,42.5971,-84.3735,wild bird,16
MI,mackinac county,8,65.4,26097,46.0805,-85.0867,wild bird,1
MI,mecosta county,8,68.0,26107,43.6408,-85.3246,wild bird,1
MN,hennepin county,8,70.2,27053,45.0045,-93.477,wild bird,3
MN,meeker county,8,68.2,27093,45.1231,-94.5273,poultry,178400
NV,churchill county,8,76.4,32001,39.5808,-118.3358,wild bird,10
NV,douglas county,8,71.2,32005,38.9123,-119.6162,wild bird,1
NJ,sussex county,8,74.0,34037,41.1393,-74.6908,wild bird,5
ND,grand forks county,8,68.4,38035,47.9219,-97.4569,wild bird,1
OR,crook county,8,70.9,41013,44.1422,-120.3566,wild bird,3
OR,douglas county,8,70.1,41019,43.2797,-123.1665,wild bird,1
OR,harney county,8,72.3,41025,43.0641,-118.9679,wild bird,2
OR,klamath county,8,67.5,41035,42.6863,-121.6501,wild bird,11
OR,multnomah county,8,70.9,41051,45.5468,-122.4148,wild bird,4
OR,washington county,8,69.5,41067,45.5601,-123.0983,wild bird,4
PA,dauphin county,8,75.3,42043,40.4154,-76.7795,captive wild bird,1
PA,northampton county,8,75.0,42095,40.7542,-75.3076,poultry,90
PA,northampton county,8,75.0,42095,40.7542,-75.3076,wild bird,1
SC,charleston county,8,80.5,45019,32.8346,-79.9531,wild bird,1
SC,richland county,8,78.9,45079,34.0218,-80.9031,wild bird,2
UT,box elder county,8,74.2,49003,41.521,-113.0821,wild bird,6
UT,carbon county,8,68.6,49007,39.6481,-110.5888,wild bird,1
UT,davis county,8,74.1,49011,40.99,-112.1115,wild bird,4
UT,millard county,8,75.3,49027,39.0733,-113.1006,wild bird,3
UT,sanpete county,8,67.0,49039,39.3739,-111.5763,wild bird,4
UT,weber county,8,70.3,49057,41.2698,-111.9134,non-poultry,20
UT,weber county,8,70.3,49057,41.2698,-111.9134,wild bird,3
VA,caroline county,8,76.6,51033,38.0267,-77.3471,non-poultry,110
WA,benton county,8,77.2,53005,46.2398,-119.5112,wild bird,2
WA,clallam county,8,63.5,53009,48.0493,-123.928,wild bird,1
WA,cowlitz county,8,68.8,53015,46.1932,-122.681,non-poultry,20
WA,jefferson county,8,63.1,53031,47.7487,-123.596,wild bird,1
WA,king county,8,66.8,53033,47.4902,-121.8052,wild bird,1
WA,kitsap county,8,69.1,53035,47.613,-122.6716,non-poultry,10
WA,kitsap county,8,69.1,53035,47.613,-122.6716,wild bird,2
WA,pierce county,8,66.0,53053,47.0241,-122.1046,non-poultry,70
WA,pierce county,8,66.0,53053,47.0241,-122.1046,wild bird,1
WA,walla walla county,8,76.9,53071,46.2298,-118.4784,non-poultry,2
WA,whitman county,8,74.2,53075,46.9012,-117.523,wild bird,3
WI,dane county,8,69.8,55025,43.0673,-89.4181,wild bird,1
WI,la crosse county,8,69.6,55063,43.9066,-91.1152,wild bird,1
AK,bethel census area,8,51.3,2050,60.9131,-159.8186,non-poultry,20
AK,kenai peninsula borough,8,50.6,2122,60.2654,-151.5652,wild bird,1
AK,matanuska-susitna borough,8,48.6,2170,62.3155,-149.5728,wild bird,1
AK,nome census area,8,48.1,2180,64.9111,-164.0273,wild bird,1
AK,north slope borough,8,44.5,2185,69.3122,-153.4811,wild bird,7
CA,alameda county,9,72.6,6001,37.6469,-121.8888,wild bird,7
CA,el dorado county,9,69.3,6017,38.7787,-120.5247,non-poultry,150
CA,el dorado county,9,69.3,6017,38.7787,-120.5247,wild bird,2
CA,fresno county,9,71.5,6019,36.7582,-119.6493,non-poultry,100
CA,fresno county,9,71.5,6019,36.7582,-119.6493,poultry,62700
CA,fresno county,9,71.5,6019,36.7582,-119.6493,wild bird,1
CA,monterey county,9,71.5,6053,36.2171,-121.2388,wild bird,4
CA,napa county,9,72.9,6055,38.5065,-122.3305,wild bird,1
CA,sacramento county,9,77.2,6067,38.4493,-121.3443,non-poultry,20
CA,sacramento county,9,77.2,6067,38.4493,-121.3443,wild bird,1
CA,san francisco county,9,66.0,6075,37.7558,-122.4449,wild bird,4
CA,san mateo county,9,67.8,6081,37.4229,-122.329,wild bird,3
CA,santa clara county,9,71.9,6085,37.2318,-121.6951,wild bird,11
CA,santa cruz county,9,68.7,6087,37.0562,-122.0018,wild bird,2
CA,trinity county,9,67.3,6105,40.6507,-123.1126,wild bird,1
CA,tuolumne county,9,65.2,6109,38.0276,-119.9548,poultry,30800
CO,boulder county,9,59.9,8013,40.0925,-105.3577,captive wild bird,4
CO,larimer county,9,57.8,8069,40.6664,-105.4612,wild bird,1
CO,mesa county,9,64.9,8077,39.0183,-108.4665,non-poultry,40
CO,weld county,9,66.1,8123,40.5548,-104.3925,poultry,1150000
DE,kent county,9,69.1,10001,39.086,-75.5686,captive wild bird,1
DE,kent county,9,69.1,10001,39.086,-75.5686,non-poultry,40
FL,alachua county,9,78.5,12001,29.6748,-82.3577,wild bird,2
FL,brevard county,9,80.7,12009,28.2936,-80.7323,wild bird,10
FL,flagler county,9,80.6,12035,29.4614,-81.3136,wild bird,2
FL,lee county,9,81.5,12071,26.5779,-81.8337,wild bird,1
FL,pinellas county,9,80.8,12103,27.9199,-82.7256,captive wild bird,1
FL,putnam county,9,80.1,12107,29.6086,-81.7443,wild bird,1
GA,butts county,9,73.3,13035,33.2879,-83.9572,wild bird,2
GA,cherokee county,9,70.2,13057,34.2439,-84.4762,wild bird,1
GA,clayton county,9,73.2,13063,33.5419,-84.3577,wild bird,4
GA,columbia county,9,73.8,13073,33.5441,-82.2641,wild bird,1
GA,dekalb county,9,72.4,13089,33.7715,-84.2264,wild bird,3
GA,forsyth county,9,70.1,13117,34.2255,-84.1251,wild bird,2
GA,gwinnett county,9,71.4,13135,33.9617,-84.0236,wild bird,1
GA,henry county,9,73.2,13151,33.453,-84.1542,wild bird,3
GA,jasper county,9,73.0,13159,33.3164,-83.6881,wild bird,3
GA,spalding county,9,73.3,13255,33.2609,-84.2841,wild bird,2
ID,bannock county,9,64.1,16005,42.6685,-112.2246,wild bird,2
ID,bonneville county,9,60.8,16019,43.3877,-111.6148,wild bird,2
ID,gooding county,9,67.2,16047,42.971,-114.8116,poultry,9000
ID,twin falls county,9,65.0,16083,42.356,-114.6672,non-poultry,40
IL,cook county,9,66.3,17031,41.8401,-87.8168,captive wild bird,2
IL,fayette county,9,68.2,17051,39.0002,-89.0241,wild bird,17
IL,lake county,9,65.2,17097,42.3233,-88.0037,captive wild bird,1
IL,madison county,9,68.3,17119,38.8297,-89.9049,wild bird,2
IN,elkhart county,9,64.4,18039,41.5974,-85.8587,poultry,260
IN,greene county,9,67.6,18055,39.0363,-86.962,wild bird,10
IN,jasper county,9,64.9,18073,41.023,-87.1161,wild bird,2
IN,lake county,9,65.3,18089,41.4167,-87.3821,wild bird,1
IA,johnson county,9,65.2,19103,41.6715,-91.5881,wild bird,2
IA,woodbury county,9,66.3,19193,42.3897,-96.0448,wild bird,3
ME,penobscot county,9,58.1,23019,45.4006,-68.6495,wild bird,4
MD,anne arundel county,9,70.6,24003,39.0065,-76.6051,non-poultry,4
MA,bristol county,9,64.4,25005,41.7972,-71.1144,non-poultry,50
MA,essex county,9,62.7,25009,42.6732,-70.952,wild bird,7
MI,antrim county,9,60.8,26009,44.9991,-85.1403,wild bird,1
MI,clinton county,9,63.0,26037,42.9437,-84.6015,wild bird,2
MI,delta county,9,58.3,26041,45.9192,-86.9241,wild bird,1
MI,eaton county,9,62.8,26045,42.5961,-84.8383,captive wild bird,1
MI,grand traverse county,9,61.0,26055,44.6688,-85.5605,captive wild bird,1
MI,hillsdale county,9,63.2,26059,41.8878,-84.5929,wild bird,1
MI,ingham county,9,62.9,26065,42.5971,-84.3735,poultry,20
MI,ingham county,9,62.9,26065,42.5971,-84.3735,wild bird,13
MI,ionia county,9,62.6,26067,42.9451,-85.0746,wild bird,3
MI,kalamazoo county,9,63.4,26077,42.2455,-85.5312,wild bird,2
MI,kent county,9,62.5,26081,43.0322,-85.5493,wild bird,1
MI,mackinac county,9,58.0,26097,46.0805,-85.0867,wild bird,1
MI,macomb county,9,65.9,26099,42.6957,-82.9323,non-poultry,40
MI,macomb county,9,65.9,26099,42.6957,-82.9323,wild bird,1
MI,newaygo county,9,61.2,26123,43.5542,-85.8009,wild bird,1
MI,ottawa county,9,63.3,26139,42.9598,-85.9961,wild bird,5
MI,washtenaw county,9,64.5,26161,42.2532,-83.8388,wild bird,1
MN,anoka county,9,62.9,27003,45.2733,-93.2465,captive wild bird,4
MN,becker county,9,59.7,27005,46.9346,-95.674,poultry,17100
MN,brown county,9,63.8,27015,44.2421,-94.7276,poultry,86700
MN,crow wing county,9,60.4,27035,46.4824,-94.0709,captive wild bird,1
MN,dakota county,9,63.7,27037,44.6719,-93.0654,captive wild bird,2
MN,freeborn county,9,62.1,27047,43.6738,-93.3488,non-poultry,320
MN,goodhue county,9,62.6,27049,44.4097,-92.7229,non-poultry,80
MN,hennepin county,9,63.5,27053,45.0045,-93.477,captive wild bird,6
MN,hennepin county,9,63.5,27053,45.0045,-93.477,non-poultry,10
MN,hennepin county,9,63.5,27053,45.0045,-93.477,wild bird,2
MN,isanti county,9,61.9,27059,45.5615,-93.2951,non-poultry,4
MN,kanabec county,9,60.2,27065,45.9452,-93.2934,captive wild bird,1
MN,lyon county,9,63.9,27083,44.4135,-95.839,captive wild bird,1
MN,marshall county,9,58.8,27089,48.3581,-96.3685,wild bird,25
MN,meeker county,9,62.1,27093,45.1231,-94.5273,poultry,95600
MN,morrison county,9,61.4,27097,46.0126,-94.2684,captive wild bird,1
MN,morrison county,9,61.4,27097,46.0126,-94.2684,poultry,50200
MN,nicollet county,9,63.6,27103,44.3499,-94.2474,wild bird,3
MN,otter tail county,9,61.4,27111,46.4088,-95.708,poultry,13800
MN,ramsey county,9,63.8,27123,45.0171,-93.0996,captive wild bird,16
MN,roseau county,9,57.8,27135,48.7751,-95.8108,poultry,116000
MN,st. louis county,9,56.3,27137,47.6032,-92.4707,captive wild bird,1
MN,stearns county,9,61.9,27145,45.5521,-94.613,poultry,134000
MN,todd county,9,61.7,27153,46.0706,-94.8976,non-poultry,50
MS,issaquena county,9,76.6,28055,32.7414,-90.9892,wild bird,7
MS,washington county,9,76.2,28151,33.2838,-90.9474,wild bird,1
MT,beaverhead county,9,55.2,30001,45.1327,-112.8988,wild bird,1
MT,flathead county,9,55.6,30029,48.2951,-114.0497,wild bird,2
MT,missoula county,9,57.3,30063,47.0365,-113.9237,wild bird,1
MT,ravalli county,9,55.8,30081,46.0817,-114.1207,wild bird,1
MT,teton county,9,58.6,30099,47.8372,-112.2406,poultry,2800
NE,dawes county,9,66.7,31045,42.7198,-103.1354,non-poultry,40
NV,churchill county,9,69.0,32001,39.5808,-118.3358,wild bird,2
NV,douglas county,9,64.2,32005,38.9123,-119.6162,captive wild bird,1
NV,washoe county,9,65.8,32031,40.6656,-119.6643,wild bird,12
NH,hillsborough county,9,60.5,33011,42.9153,-71.7161,wild bird,1
NH,merrimack county,9,59.7,33013,43.2975,-71.6802,poultry,250
NH,merrimack county,9,59.7,33013,43.2975,-71.6802,wild bird,10
NJ,warren county,9,64.4,34041,40.8572,-74.9973,wild bird,3
NY,albany county,9,62.0,36001,42.6002,-73.9736,wild bird,10
NY,bronx county,9,69.4,36005,40.85,-73.8661,captive wild bird,5
NY,chemung county,9,61.8,36015,42.1412,-76.76,wild bird,1
NY,clinton county,9,58.4,36019,44.7462,-73.6782,wild bird,1
NY,cortland county,9,59.2,36023,42.595,-76.0703,wild bird,2
NY,monroe county,9,62.5,36055,43.1464,-77.6961,wild bird,2
NY,nassau county,9,68.8,36059,40.7328,-73.5865,wild bird,1
NY,oneida county,9,60.4,36065,43.2417,-75.4358,wild bird,23
NY,orange county,9,64.0,36071,41.4021,-74.3056,wild bird,1
NY,rockland county,9,66.4,36087,41.1524,-74.0241,wild bird,4
NY,seneca county,9,62.1,36099,42.781,-76.8238,wild bird,8
NY,sullivan county,9,60.5,36105,41.7164,-74.7681,wild bird,3
NY,tompkins county,9,60.8,36109,42.452,-76.4736,wild bird,1
NY,washington county,9,60.3,36115,43.3137,-73.4308,wild bird,1
NY,wyoming county,9,60.8,36121,42.7024,-78.2244,wild bird,1
NY,yates county,9,61.6,36123,42.6335,-77.1055,wild bird,2
NC,carteret county,9,74.1,37031,34.8357,-76.6589,wild bird,1
ND,cass county,9,60.9,38017,46.933,-97.248,non-poultry,6
ND,cass county,9,60.9,38017,46.933,-97.248,wild bird,1
ND,dunn county,9,62.5,38025,47.3568,-102.6182,wild bird,30
ND,kidder county,9,59.8,38043,46.9801,-99.7801,wild bird,1
ND,nelson county,9,59.4,38063,47.9217,-98.192,non-poultry,50
ND,nelson county,9,59.4,38063,47.9217,-98.192,wild bird,1
ND,ransom county,9,61.2,38073,46.4562,-97.6574,poultry,69100
ND,ward county,9,60.9,38101,48.2217,-101.5418,poultry,60
OH,allen county,9,65.5,39003,40.7715,-84.1058,non-poultry,2
OH,ashland county,9,63.5,39005,40.846,-82.2707,non-poultry,640
OH,defiance county,9,65.7,39039,41.3239,-84.4905,poultry,3748500
OH,delaware county,9,65.4,39041,40.2784,-83.0049,captive wild bird,7
OH,summit county,9,65.7,39153,41.126,-81.5322,non-poultry,6
OH,summit county,9,65.7,39153,41.126,-81.5322,wild bird,1
OH,williams county,9,64.8,39171,41.5603,-84.5882,non-poultry,60
OK,tillman county,9,78.5,40141,34.3728,-98.9242,wild bird,33
OR,baker county,9,62.7,41001,44.7092,-117.6753,wild bird,2
OR,clatsop county,9,61.8,41007,45.9949,-123.6557,wild bird,1
OR,douglas county,9,64.4,41019,43.2797,-123.1665,non-poultry,30
OR,harney county,9,63.0,41025,43.0641,-118.9679,wild bird,2
OR,jackson county,9,65.1,41029,42.4322,-122.7285,wild bird,1
OR,tillamook county,9,61.5,41057,45.4637,-123.7127,non-poultry,50
PA,bucks county,9,66.9,42017,40.337,-75.1069,wild bird,1
PA,chester county,9,66.8,42029,39.9731,-75.7484,wild bird,1
PA,crawford county,9,62.0,42039,41.6847,-80.1062,wild bird,1
PA,lackawanna county,9,61.2,42069,41.4367,-75.6093,wild bird,5
PA,lancaster county,9,66.8,42071,40.0424,-76.2477,non-poultry,180
PA,lancaster county,9,66.8,42071,40.0424,-76.2477,wild bird,2
